id_job,id_array_job,id_array_task,id_user,kill_requid,nodes_alloc,nodelist,cpus_req,derived_ec,exit_code,gres_used,array_max_tasks,array_task_pending,constraints,flags,mem_req,partition,priority,state,timelimit,time_submit,time_eligible,time_start,time_end,time_suspended,track_steps,tres_alloc,tres_req,job_type
5923185595693,16618712154521,4294967294,84137596284317,61026541062099,1,['r5130449-n139058'],40,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10298,3,4294967295,1626920146,1626920146,1626921215,1626921535,0,0,"1=40,2=340000,4=1,5=40,1002=2","1=40,2=340000,4=1,5=40",OTHER
86528368118635,89284428749117,369,19060897364461,61026541062099,1,['r9040233-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10450,3,4294967295,1613888243,1613888243,1613910654,1613921230,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
75882133490356,75554158293079,287,87110995014675,61026541062099,1,['r9757054-n680758'],1,0,0,,0,0,\N,4,10240,xeon-p8,10321,3,4294967295,1631104515,1631104517,1631111798,1631126782,0,0,"1=1,2=10240,4=1,5=1","1=1,2=10240,4=1,5=1",LLSUB:BATCH
89398067472490,23425320808204,173,87110995014675,61026541062099,1,['r8918301-n325382'],1,0,0,,0,0,\N,4,10240,xeon-p8,10303,3,4294967295,1631303921,1631303925,1631303930,1631304636,0,0,"1=1,2=10240,4=1,5=1","1=1,2=10240,4=1,5=1",LLSUB:BATCH
43473375066543,71981132196370,9,59796334751040,61026541062099,1,['r1682297-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10615,3,4294967295,1612714028,1612714029,1612714029,1612716775,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
50285084309943,16618712154521,4294967294,5577359963038,61026541062099,1,['r6631426-n325382'],8,0,0,,0,0,\N,8,9223372036854777708,xeon-p8,10036,3,4300,1631120301,1631120301,1631120814,1631121220,0,0,"1=8,2=15200,4=1,5=8","1=8,2=15200,4=1,5=8",OTHER
43535395162803,32716616865493,15938,45487591934198,61026541062099,1,['r4179716-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10475,3,4294967295,1615952800,1615952800,1615966869,1615967361,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",LLSUB:BATCH
71690927701038,60509222969614,315,28791209246369,28791209246369,1,['r629115-n976057'],1,0,0,,0,0,xeon-g6&6248,8,9223372036854784308,normal,10297,4,4294967295,1610054849,1610054849,1610054861,1610056361,0,0,"1=1,2=8500,3=18446744073709551614,4=1,5=1","1=1,2=8500,4=1,5=1",LLMAPREDUCE:MAP
85669728892322,105186008840,104,30273376745109,61026541062099,1,['r8607415-n976057'],1,0,0,,0,0,xeon-g6,4,15360,normal,10365,6,240,1612459422,1612459428,1612459432,1612473846,0,0,"1=1,2=15360,3=18446744073709551614,4=1,5=1","1=1,2=15360,4=1,5=1",OTHER
59151325651464,16618712154521,4294967294,5577359963038,61026541062099,1,['r2582019-n680758'],8,0,0,,0,0,\N,8,9223372036854777708,xeon-p8,10020,3,4300,1631203415,1631203415,1631203445,1631204848,0,0,"1=8,2=15200,4=1,5=8","1=8,2=15200,4=1,5=8",OTHER
54298229212485,16618712154521,4294967294,6060077677441,61026541062099,1,['r8015356-n386398'],1,0,0,,0,0,\N,8,9223372036854784308,normal,10444,3,525600,1632068720,1632098126,1632098951,1632101038,0,0,"1=1,2=8500,4=1,5=1,1002=1","1=1,2=8500,4=1,5=1,1002=1",OTHER
80012701060280,65360256421404,130,75345149019925,61026541062099,1,['r6272977-n680758'],1,0,0,,0,0,\N,8,9223372036854779808,xeon-p8,10475,3,4294967295,1622434987,1622434988,1622435001,1622528718,0,0,"1=1,2=4000,4=1,5=1","1=1,2=4000,4=1,5=1",LLSUB:BATCH
45585934518497,16618712154521,4294967294,37299602981324,61026541062099,1,['r7343737-n680758'],4,0,0,,0,0,\N,8,9223372036854777708,xeon-p8,10047,3,4300,1620903149,1620903149,1620903494,1620904247,0,0,"1=4,2=7600,4=1,5=4","1=4,2=7600,4=1,5=4",OTHER
8384571356734,16618712154521,4294967294,24067210853746,24067210853746,1,['r3405251-n208530'],20,0,0,,0,0,xeon-g6,2,9223372036854784308,normal,110554,4,1440,1619096538,1619096538,1619096538,1619099928,0,0,"1=20,2=170000,4=1,5=20,1002=2","1=20,2=170000,4=1,5=20,1002=2",LLSUB:INTERACTIVE
11977056077463,16618712154521,4294967294,5042570016904,61026541062099,1,['r3741709-n685852'],20,0,0,,0,0,\N,4,9223372036854784308,normal,10005,3,4294967295,1622943705,1622943705,1623060643,1623071148,0,0,"1=20,2=170000,4=1,5=20,1002=1","1=20,2=170000,4=1,5=20,1002=1",OTHER
35919970928401,16618712154521,4294967294,5577359963038,61026541062099,1,['r2652301-n680758'],4,0,0,,0,0,\N,4,9223372036854779608,xeon-p8,10096,3,4300,1619209976,1619209976,1619211064,1619212532,0,0,"1=4,2=15200,4=1,5=4","1=4,2=15200,4=1,5=4",OTHER
8616285448312,61299778309285,240,30273376745109,30273376745109,1,['r3226521-n976057'],1,0,0,,0,0,xeon-g6,8,5120,normal,10358,4,480,1610121103,1610121104,1610121119,1610121532,0,0,"1=1,2=5120,3=18446744073709551614,4=1,5=1","1=1,2=5120,4=1,5=1",OTHER
11001276075143,16618712154521,4294967294,28813313695124,28813313695124,1,['r629115-n976057'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10378,4,4294967295,1630955226,1630955226,1630955226,1630955940,0,0,"1=40,2=340000,3=18446744073709551614,4=1,5=40,1002=2","1=1,2=8500,4=1,5=1,1002=2",OTHER
12657098004910,16618712154521,4294967294,5716030572436,61026541062099,1,['r7343737-n911952'],20,9,35072,,0,0,xeon-g6,2,9223372036854784308,normal,110743,5,1440,1630622720,1630622720,1630622720,1630624822,0,0,"1=20,2=170000,4=1,5=20,1002=1","1=20,2=170000,4=1,5=20,1002=1",LLSUB:INTERACTIVE
28231478492471,35514180981013,21,29607978486219,16618712154521,1,['r6760045-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854779904,normal,110873,4,2640,1616451292,1616451297,1617044689,1617045069,0,0,"1=1,2=4096,3=18446744073709551614,4=1,5=1,1002=1","1=1,2=4096,4=1,5=1,1002=1",OTHER
36049038122062,16618712154521,4294967294,19640552349779,19640552349779,1,['r8212643-n325382'],10,0,0,,0,0,\N,4,9223372036854779808,xeon-p8,10275,4,4294967295,1626910181,1626910181,1626910182,1626910839,0,0,"1=10,2=40000,3=18446744073709551614,4=1,5=10","1=10,2=40000,4=1,5=10",LLSUB:BATCH
89385469934522,18657020561506,288,72949796522148,61026541062099,1,['r8937440-n325382'],1,0,256,,0,0,\N,8,10240,xeon-p8,10764,5,4294967295,1631717656,1631717661,1631717670,1631718073,0,0,"1=1,2=10240,4=1,5=1","1=1,2=10240,4=1,5=1",LLSUB:BATCH
54031285086104,16618712154521,4294967294,37299602981324,61026541062099,1,['r4858666-n146651'],4,0,0,,0,0,\N,8,9223372036854776208,xeon-p8,10004,3,9600,1622307738,1622307738,1622308184,1622318472,0,0,"1=4,2=1600,4=1,5=4","1=4,2=1600,4=1,5=4",OTHER
68341590884384,16618712154521,4294967294,28503074955234,61026541062099,2,"['r8937440-n598065', 'r3041626-n598065']",96,0,0,,0,0,\N,4,9223372036854779808,xeon-p8,10030,3,4294967295,1621394708,1621394708,1621394708,1621395688,0,0,"1=96,2=384000,4=2,5=96","1=96,2=384000,4=2,5=96",OTHER
