id_job,total_energy_J,idle_energy_J,idle_energy_saving_J,idle_duration_steps,total_steps,idle_pct_energy,idle_duration_min,total_duration_min,potential_saving_J,potential_saving_pct
66358941620052,4047565.083007972,5609.276018548827,2804.6380092744134,12,2056,0.1385839610608623,2.0,342.6666666666667,2804.6380092744134,0.06929198053043115
66402078859876,8014083.696046495,2736.777474413027,1368.3887372065135,7,3944,0.03414959935797941,1.1666666666666667,657.3333333333334,1368.3887372065135,0.017074799678989706
67739519397197,8719595.022639785,40467.34076691546,20233.67038345773,100,5188,0.4640965625335236,16.666666666666668,864.6666666666666,20233.67038345773,0.2320482812667618
68022519158922,3830979.7411861806,9057.102859290624,4528.551429645312,23,1822,0.23641740419348412,3.8333333333333335,303.6666666666667,4528.551429645312,0.11820870209674206
68245449095645,15307566.900881859,3004.713831458104,1502.356915729052,6,7170,0.019628944631853964,1.0,1195.0,1502.356915729052,0.009814472315926982
68647661707143,15035831.4955159,7075.601635781286,3537.800817890643,14,7050,0.04705826636785219,2.3333333333333335,1175.0,3537.800817890643,0.023529133183926094
68691726857641,7761167.780028714,5249.439132921528,2624.719566460764,12,3632,0.0676372329745216,2.0,605.3333333333334,2624.719566460764,0.0338186164872608
68784671471373,4022161.368919153,1374.622026536846,687.311013268423,3,1786,0.03417620280377359,0.5,297.6666666666667,687.311013268423,0.017088101401886796
69447973367597,7611916.202948028,11821.951930908259,5910.975965454129,22,3636,0.15530848758331997,3.6666666666666665,606.0,5910.975965454129,0.07765424379165999
69610423824556,16486441.689583933,42013.21442532073,21006.607212660365,108,8288,0.2548349438670232,18.0,1381.3333333333333,21006.607212660365,0.1274174719335116
70158740633382,3862844.8931136196,3606.006414150712,1803.003207075356,9,1966,0.09335105379403716,1.5,327.6666666666667,1803.003207075356,0.04667552689701858
70770082151215,16296446.205768429,15970.09581041657,7985.047905208285,32,7992,0.09799741372302176,5.333333333333333,1332.0,7985.047905208285,0.04899870686151088
70911837212537,3892379.832107451,8707.346888583848,4353.673444291924,18,1804,0.2237023945288872,3.0,300.6666666666667,4353.673444291924,0.1118511972644436
72022131721836,8129241.5182555,7129.2399613223915,3564.6199806611958,16,4160,0.08769871020946485,2.6666666666666665,693.3333333333334,3564.6199806611958,0.043849355104732424
72356763042544,15098807.695173109,13803.432181001577,6901.716090500789,24,7252,0.09142067678240814,4.0,1208.6666666666667,6901.716090500789,0.04571033839120407
72961028064979,4043450.4983709976,1283.7709938108028,641.8854969054014,4,1890,0.03174939310690217,0.6666666666666666,315.0,641.8854969054014,0.015874696553451084
73093598781980,16722326.336097766,7813.242743841989,3906.6213719209945,16,8336,0.04672341985681668,2.6666666666666665,1389.3333333333333,3906.6213719209945,0.02336170992840834
73628814348226,16493757.714455929,1882.4461246200608,941.2230623100304,4,7980,0.011413082192726728,0.6666666666666666,1330.0,941.2230623100304,0.005706541096363364
73724961670232,7819378.788606727,14992.818725692061,7496.4093628460305,28,3594,0.19173925616108325,4.666666666666667,599.0,7496.4093628460305,0.09586962808054163
73863839880643,7847027.506271455,1371.2867353951888,685.6433676975944,3,3497,0.017475238035029657,0.5,582.8333333333334,685.6433676975944,0.008737619017514828
73949002407307,8271808.109815096,59525.62203338744,29762.81101669372,227,15230,0.719620441421459,37.833333333333336,2538.3333333333335,29762.81101669372,0.3598102207107295
74012495208562,7895917.543536757,2273.286125429553,1136.6430627147765,4,3809,0.0287906517880289,0.6666666666666666,634.8333333333334,1136.6430627147765,0.01439532589401445
74176342429884,15406301.628979145,5875.956320042744,2937.978160021372,12,7240,0.038139953777031804,2.0,1206.6666666666667,2937.978160021372,0.019069976888515902
74588619677508,16192648.626018923,2000.728599812997,1000.3642999064984,4,7950,0.012355783454710154,0.6666666666666666,1325.0,1000.3642999064984,0.006177891727355077
74679037118572,4038861.8678506063,4062.4031800503317,2031.2015900251658,8,1994,0.10058286995123836,1.3333333333333333,332.3333333333333,2031.2015900251658,0.05029143497561918
75819090570454,3887311.4790939083,3178.883337020976,1589.441668510488,8,1820,0.08177588428704818,1.3333333333333333,303.3333333333333,1589.441668510488,0.04088794214352409
75828437824351,7700386.383175993,3866.3432080230855,1933.1716040115427,10,3628,0.05020972994901105,1.6666666666666667,604.6666666666666,1933.1716040115427,0.025104864974505526
75894425702902,5653939.692945511,98731.9707164088,49365.9853582044,228,4046,1.7462508636163536,38.0,674.3333333333334,49365.9853582044,0.8731254318081768
76236792670103,16717677.059849028,164552.41143532735,82276.20571766367,332,8532,0.9843018910236885,55.333333333333336,1422.0,82276.20571766367,0.49215094551184424
76524255503726,5852361.372576445,82997.53154230224,41498.76577115112,269,5918,1.4181887661828267,44.833333333333336,986.3333333333334,41498.76577115112,0.7090943830914134
77071588020014,15924804.644409882,38774.862549948055,19387.431274974027,65,7636,0.24348721014646343,10.833333333333334,1272.6666666666667,19387.431274974027,0.12174360507323172
77145241434456,3865024.8109007403,4558.109064399947,2279.0545321999734,9,1775,0.11793220709850202,1.5,295.8333333333333,2279.0545321999734,0.05896610354925101
77222400365329,15869560.829335313,150541.10523594223,75270.55261797112,319,7632,0.9486154459779562,53.166666666666664,1272.0,75270.55261797112,0.4743077229889781
77698535574997,8091770.688772479,2941.7033083664073,1470.8516541832037,6,3988,0.03635425942616107,1.0,664.6666666666666,1470.8516541832037,0.018177129713080536
79153689358323,7667060.279028717,3347.527011827782,1673.763505913891,10,3580,0.04366115421035734,1.6666666666666667,596.6666666666666,1673.763505913891,0.02183057710517867
80028654437123,7740992.2695942,19603.928151452757,9801.964075726379,46,3614,0.2532482589920018,7.666666666666667,602.3333333333334,9801.964075726379,0.1266241294960009
80384695883841,7639651.868703714,9479.523243712902,4739.761621856451,26,3906,0.12408318345691026,4.333333333333333,651.0,4739.761621856451,0.06204159172845513
80566435996391,16619517.633514233,6359.938741488055,3179.9693707440274,13,8216,0.038267890090040065,2.1666666666666665,1369.3333333333333,3179.9693707440274,0.019133945045020032
80873534651966,8182665.805386774,16474.345183159057,8237.172591579529,40,4004,0.2013322500879083,6.666666666666667,667.3333333333334,8237.172591579529,0.10066612504395415
81408287863507,3990347.7203548625,8123.897244753644,4061.948622376822,18,1840,0.2035887048969052,3.0,306.6666666666667,4061.948622376822,0.1017943524484526
81798055158941,8213001.010897598,11924.309019675131,5962.1545098375655,24,4572,0.14518820835225887,4.0,762.0,5962.1545098375655,0.07259410417612944
82397825020533,5545270.836978491,81702.11355173081,40851.05677586541,235,4174,1.4733656110518973,39.166666666666664,695.6666666666666,40851.05677586541,0.7366828055259487
82412012516277,8675803.53571924,132225.7497088411,66112.87485442054,497,16628,1.524074965096352,82.83333333333333,2771.3333333333335,66112.87485442054,0.762037482548176
82477479783409,8042279.668885243,6813.887021861519,3406.9435109307597,17,3913,0.08472581534591182,2.8333333333333335,652.1666666666666,3406.9435109307597,0.04236290767295591
83096989064089,3898259.3826003573,11543.33000811037,5771.665004055185,20,1844,0.2961149804354558,3.3333333333333335,307.3333333333333,5771.665004055185,0.1480574902177279
83134202733009,3855874.8594906507,8271.538887430226,4135.769443715113,17,1832,0.2145178251070853,2.8333333333333335,305.3333333333333,4135.769443715113,0.10725891255354265
83417139332506,8032668.1340203285,6362.973599372487,3181.4867996862436,12,4052,0.07921369952312267,2.0,675.3333333333334,3181.4867996862436,0.039606849761561334
85553143930711,15275337.899178492,7754.586451378923,3877.2932256894615,16,7228,0.050765400428857056,2.6666666666666665,1204.6666666666667,3877.2932256894615,0.025382700214428528
85792424748520,15355786.432048839,18820.92694411514,9410.46347205757,48,7178,0.12256569878332157,8.0,1196.3333333333333,9410.46347205757,0.06128284939166079
85887143519724,7744403.764248207,2806.558179281479,1403.2790896407396,6,3594,0.03623982251852448,1.0,599.0,1403.2790896407396,0.01811991125926224
85943381391691,3883952.561732755,5728.236844298461,2864.1184221492304,16,1832,0.1474847273042622,2.6666666666666665,305.3333333333333,2864.1184221492304,0.0737423636521311
86075318751947,16131087.58683155,8251.14846768218,4125.57423384109,12,7978,0.05115060235875182,2.0,1329.6666666666667,4125.57423384109,0.02557530117937591
86329476612531,16313555.529684814,11596.182566420975,5798.091283210488,24,8204,0.0710831096588361,4.0,1367.3333333333333,5798.091283210488,0.03554155482941805
86500768376626,3886861.9280211553,1019.1604907797299,509.58024538986496,3,1947,0.026220650737099782,0.5,324.5,509.58024538986496,0.013110325368549891
87910236503621,15548650.001083689,10488.004853649389,5244.002426824694,25,7123,0.06745283257979574,4.166666666666667,1187.1666666666667,5244.002426824694,0.03372641628989787
88305723956819,15533322.21501816,76717.16164570379,38358.580822851894,150,7372,0.4938876602426424,25.0,1228.6666666666667,38358.580822851894,0.2469438301213212
88564338952222,8146703.746844249,11093.993087669165,5546.996543834583,20,4108,0.13617769140023772,3.3333333333333335,684.6666666666666,5546.996543834583,0.06808884570011886
88636134708953,7719513.566331149,983.7971940967109,491.89859704835544,3,3879,0.012744289982047144,0.5,646.5,491.89859704835544,0.006372144991023572
89087268150764,7946372.376394608,3139.510677381225,1569.7553386906125,7,3968,0.03950872836902805,1.1666666666666667,661.3333333333334,1569.7553386906125,0.019754364184514026
89181637392039,15706141.546553543,3623.4999014483574,1811.7499507241787,8,7200,0.023070592422131046,1.3333333333333333,1200.0,1811.7499507241787,0.011535296211065523
89292243557115,15129474.557249727,1953.746323024055,976.8731615120275,4,7086,0.012913510747720323,0.6666666666666666,1181.0,976.8731615120275,0.006456755373860161
89737677546333,8030144.274183823,2192.254870785734,1096.127435392867,5,3565,0.027300317353371004,0.8333333333333334,594.1666666666666,1096.127435392867,0.013650158676685502
89787814494717,7695014.736846195,475307.10492471646,237653.55246235823,1040,4584,6.176818644008488,173.33333333333334,764.0,237653.55246235823,3.088409322004244
90387577631934,8212746.350644316,5286.009097758945,2643.0045488794726,12,4116,0.06436347686963742,2.0,686.0,2643.0045488794726,0.03218173843481871
90745352375672,3813352.132888251,7613.673577920593,3806.8367889602964,14,1828,0.19965828784224973,2.3333333333333335,304.6666666666667,3806.8367889602964,0.09982914392112487
90923892599536,3857424.6214169003,2784.4341101994432,1392.2170550997216,5,1745,0.07218375946324186,0.8333333333333334,290.8333333333333,1392.2170550997216,0.03609187973162093
90993771451923,3947734.351239812,1375.3167310996562,687.6583655498281,3,1949,0.034838127612809834,0.5,324.8333333333333,687.6583655498281,0.017419063806404917
91230464129099,7905843.765218603,18870.21994446871,9435.109972234355,48,3616,0.23868698275429343,8.0,602.6666666666666,9435.109972234355,0.11934349137714671
91261007510318,8331226.481630753,2530.6266160593796,1265.3133080296898,5,3861,0.030375198917459212,0.8333333333333334,643.5,1265.3133080296898,0.015187599458729606
91522851123070,15740687.017573012,4990.647067168566,2495.323533584283,9,7745,0.031705395460801505,1.5,1290.8333333333333,2495.323533584283,0.015852697730400753
92093132796191,3981857.3753886335,1898.8458450484225,949.4229225242112,5,1946,0.04768743995666327,0.8333333333333334,324.3333333333333,949.4229225242112,0.023843719978331634
