timestamp,gpu_index,utilization_gpu_pct,utilization_memory_pct,memory_free_MiB,memory_used_MiB,temperature_gpu,temperature_memory,power_draw_W,pcie_link_width_current,clocks_current_sm_MHz,clocks_current_memory_MHz,clocks_current_video_MHz,power_limit_W
1622636458.116,0,15,1,30670,1840,44,43,44.41,16,,,,
1628629644.407,0,0,0,30769,1741,35,34,43.1,16,,,,
1624786435.598,0,73,75,28987,3523,47,52,110.96,16,,,,
1628629883.86,1,20,5,30769,1741,34,33,42.37,16,,,,
1628629617.383,0,34,1,30769,1741,35,33,42.92,16,,,,
1626407342.874,0,0,0,31351,1159,34,33,38.24,16,,,,
1626408442.248,0,0,0,31351,1159,33,32,38.15,16,,,,
1622634644.55,0,0,0,32053,457,38,37,42.26,16,,,,
1631873211.577,1,32,21,1801,30709,49,49,53.72,16,1380.0,877.0,1237.0,250.0
1631873229.51,1,93,68,1801,30709,51,53,178.6,16,1380.0,877.0,1237.0,250.0
1631873071.584,0,0,0,32053,457,36,33,37.65,16,1230.0,877.0,1102.0,250.0
1626408466.737,0,0,0,31351,1159,33,32,38.24,16,,,,
1624782183.877,0,73,75,28987,3523,48,54,117.38,16,,,,
1626408407.056,0,0,0,31351,1159,33,32,38.24,16,,,,
1622639313.477,0,27,3,30670,1840,40,39,48.2,16,,,,
1631873684.499,0,0,0,32053,457,38,36,38.41,16,1230.0,877.0,1102.0,250.0
1624779828.143,0,81,83,28987,3523,50,56,124.54,16,,,,
1624802936.651,0,65,66,28987,3523,46,49,124.57,16,,,,
1631873458.316,0,0,0,32053,457,37,35,38.04,16,1230.0,877.0,1102.0,250.0
1626407951.351,0,0,0,31351,1159,33,32,38.15,16,,,,
1628629987.54,0,21,5,30769,1741,36,34,43.43,16,,,,
1622639433.907,0,2,0,30670,1840,40,38,42.88,16,,,,
1626408905.954,0,50,33,16289,16221,52,57,188.89,16,,,,
1628629874.016,1,22,0,30769,1741,34,33,41.82,16,,,,
1624805531.922,0,65,66,28987,3523,46,50,121.13,16,,,,
1631873021.598,0,0,0,32053,457,35,32,37.44,16,1230.0,877.0,1102.0,250.0
1628630067.916,0,0,0,30769,1741,36,35,43.94,16,,,,
1622642090.772,0,24,2,30670,1840,39,38,48.87,16,,,,
1631873306.465,0,0,0,32053,457,37,34,37.34,16,1230.0,877.0,1102.0,250.0
1624811192.698,0,64,66,28987,3523,45,49,97.29,16,,,,
1631873651.399,1,86,63,1801,30709,52,52,50.79,16,1380.0,877.0,1237.0,250.0
1628630052.407,0,53,5,30769,1741,36,35,43.32,16,,,,
1622636070.906,0,8,1,30670,1840,45,43,44.43,16,,,,
1626407726.251,0,0,0,31351,1159,33,32,38.25,16,,,,
1622640666.551,0,27,3,30670,1840,38,37,50.04,16,,,,
1631873320.473,0,0,0,32053,457,37,34,38.02,16,1230.0,877.0,1102.0,250.0
1624784044.905,0,73,75,28987,3523,47,52,134.42,16,,,,
1624794999.52,0,68,70,28987,3523,46,50,115.07,16,,,,
1626409722.642,0,39,26,16289,16221,52,58,186.72,16,,,,
1631873486.084,0,0,0,32053,457,37,35,38.02,16,1230.0,877.0,1102.0,250.0
1628629641.308,0,0,0,30769,1741,35,33,43.17,16,,,,
1626410245.046,0,74,71,16289,16221,52,59,50.54,16,,,,
1631873786.64,0,0,0,32053,457,38,36,38.4,16,1230.0,877.0,1102.0,250.0
1622639064.571,0,26,3,30670,1840,40,38,49.56,16,,,,
1626408749.861,0,63,47,16289,16221,52,57,170.43,16,,,,
1631873813.415,1,65,48,1801,30709,52,53,50.39,16,1380.0,877.0,1237.0,250.0
1622636460.909,0,27,3,30670,1840,44,43,50.7,16,,,,
1626408052.891,0,0,0,31351,1159,33,32,38.13,16,,,,
1624788273.879,0,73,75,28987,3523,48,53,118.62,16,,,,
1631873215.765,0,0,0,32053,457,36,34,37.46,16,1230.0,877.0,1102.0,250.0
1626408020.21,0,0,0,31351,1159,33,32,38.26,16,,,,
1631872906.133,1,92,67,1801,30709,42,44,107.93,16,1380.0,877.0,1237.0,250.0
1631873418.045,1,93,69,1801,30709,52,55,172.7,16,1380.0,877.0,1237.0,250.0
1626408329.45,0,0,0,31351,1159,33,32,38.14,16,,,,
1631873403.246,0,0,0,32053,457,37,35,38.3,16,1230.0,877.0,1102.0,250.0
1624779738.652,0,81,83,28987,3523,50,56,127.57,16,,,,
1631872937.213,1,28,20,1801,30709,46,47,173.03,16,1380.0,877.0,1237.0,250.0
1624788302.477,0,73,75,28987,3523,48,53,115.09,16,,,,
1626410276.532,0,97,93,16289,16221,53,60,184.93,16,,,,
1622636513.835,0,27,3,30670,1840,44,43,44.26,16,,,,
1628629837.076,0,44,1,30769,1741,36,34,44.05,16,,,,
1622640184.332,0,26,3,30670,1840,38,37,50.08,16,,,,
1628629722.988,1,6,3,30769,1741,34,33,43.45,16,,,,
1628629785.195,0,40,1,30769,1741,36,34,43.4,16,,,,
1628630016.503,1,65,1,30769,1741,34,33,41.8,16,,,,
1624812865.629,0,63,64,28987,3523,47,51,121.11,16,,,,
1628630153.771,1,34,1,30769,1741,35,33,42.19,16,,,,
1624788181.604,0,74,75,28987,3523,48,53,132.12,16,,,,
1624789773.406,0,68,69,28987,3523,46,50,115.05,16,,,,
1622641115.72,0,25,2,30670,1840,38,36,49.41,16,,,,
1624775244.398,0,81,83,28987,3523,49,55,133.01,16,,,,
1628630085.529,0,49,0,30769,1741,36,34,43.39,16,,,,
1628629517.616,0,3,0,31445,1065,32,31,36.96,16,,,,
1628629886.099,1,0,0,30769,1741,34,33,60.29,16,,,,
1622636363.938,0,24,2,30670,1840,44,42,44.03,16,,,,
1628629880.629,0,48,1,30769,1741,36,34,43.32,16,,,,
1624784006.196,0,73,75,28987,3523,47,52,132.35,16,,,,
1626409091.549,0,37,32,16281,16229,52,57,51.23,16,,,,
1622637225.925,0,27,3,30670,1840,44,43,51.96,16,,,,
1628629728.43,1,30,5,30769,1741,34,33,41.69,16,,,,
1624801886.418,0,66,67,28987,3523,45,49,121.15,16,,,,
1622640939.84,0,0,0,30670,1840,38,37,45.56,16,,,,
1626407382.221,0,0,0,31351,1159,34,33,38.23,16,,,,
1626408506.502,0,74,71,16281,16229,40,43,46.07,16,,,,
1631873725.067,1,20,13,1801,30709,52,51,50.24,16,1380.0,877.0,1237.0,250.0
1628629664.925,1,28,0,30769,1741,34,32,41.82,16,,,,
1626408097.712,0,0,0,31351,1159,33,32,38.25,16,,,,
1631873678.387,1,93,68,1801,30709,53,55,172.51,16,1380.0,877.0,1237.0,250.0
1626408957.182,0,89,82,16289,16221,52,58,156.48,16,,,,
1622639297.054,0,27,3,30670,1840,40,39,51.03,16,,,,
1622636985.021,0,27,3,30670,1840,44,43,50.7,16,,,,
1624786188.597,0,73,75,28987,3523,47,52,133.08,16,,,,
