timestamp,gpu_index,utilization_gpu_pct,utilization_memory_pct,memory_free_MiB,memory_used_MiB,temperature_gpu,temperature_memory,power_draw_W,pcie_link_width_current
1626486612.856,1,65,17,30751,1759,42,41,87.05,16
1619823861.69,0,93,36,25895,6615,55,55,156.1,16
1620746784.788,0,0,0,32506,4,33,33,28.04,16
1619782580.443,0,93,35,25895,6615,60,60,162.29,16
1619771163.939,0,93,36,25895,6615,58,59,153.7,16
1620713712.783,0,0,0,1919,30591,37,34,45.05,16
1620713688.645,1,0,0,1919,30591,34,32,41.06,16
1626486570.203,1,66,18,30751,1759,41,41,90.46,16
1626439655.59,1,0,0,1921,30589,34,34,38.42,16
1626439627.307,1,0,0,1921,30589,35,35,38.69,16
1626439634.642,1,40,1,1921,30589,35,34,38.86,16
1620713596.714,1,0,0,32506,4,34,32,40.99,16
1620746626.241,0,0,0,32510,0,33,33,28.05,16
1620713764.648,1,0,0,1919,30591,34,32,41.03,16
1626486659.716,1,17,4,30751,1759,41,40,43.97,16
1626439817.856,1,7,4,1405,31105,32,32,37.73,16
1620746874.718,0,0,0,32506,4,33,33,28.02,16
1620746837.334,0,0,0,32506,4,33,33,27.96,16
1626439965.594,1,0,0,1405,31105,32,31,37.68,16
1620713749.039,0,0,0,1919,30591,37,34,45.17,16
1619726669.486,0,94,36,25895,6615,64,65,157.84,16
1626486542.421,1,64,17,30751,1759,41,40,85.94,16
1620713777.573,0,0,0,1919,30591,37,34,44.96,16
1619788793.517,0,94,36,25895,6615,59,59,155.32,16
1620746753.24,0,0,0,32506,4,33,33,28.07,16
1626439634.539,1,40,1,1921,30589,35,35,39.15,16
1619741834.621,0,93,36,25895,6615,59,59,150.07,16
1626486540.357,1,65,17,30751,1759,41,40,87.93,16
1626439820.133,1,0,0,1405,31105,32,32,37.73,16
1620746885.792,0,0,0,32506,4,33,33,28.04,16
1626439950.296,1,0,0,1405,31105,32,32,37.69,16
1619826552.76,0,93,36,25895,6615,58,58,161.7,16
1626486582.188,1,68,17,30751,1759,41,41,91.98,16
1620713611.894,1,0,0,1919,30591,34,32,41.05,16
1626486468.034,1,68,18,30751,1759,38,37,82.9,16
1626439809.682,1,1,0,1405,31105,33,32,39.04,16
1620746641.489,0,0,0,32510,0,33,33,28.04,16
1620746716.799,0,0,0,32506,4,33,33,28.02,16
1620713604.516,0,0,0,1919,30591,37,34,45.11,16
1626439697.401,1,22,1,1921,30589,34,33,42.22,16
1619808803.293,0,93,35,25895,6615,59,60,163.62,16
1620713588.921,0,0,0,32510,0,37,34,45.09,16
1626439713.303,1,0,0,1921,30589,33,33,41.84,16
1626486544.586,1,66,18,30751,1759,41,40,95.79,16
1620713778.421,0,0,0,1919,30591,37,34,44.99,16
1626439830.171,1,0,0,1405,31105,32,32,37.71,16
1626486571.859,1,67,18,30751,1759,41,40,89.96,16
1620713787.072,1,0,0,1919,30591,34,32,41.16,16
1620746668.956,0,0,0,32510,0,33,33,28.05,16
1626439990.192,1,1,0,1405,31105,32,31,37.74,16
1620713700.706,0,0,0,1919,30591,37,34,45.08,16
1626439945.437,1,0,0,1405,31105,32,32,37.85,16
