timestamp,gpu_index,utilization_gpu_pct,utilization_memory_pct,memory_free_MiB,memory_used_MiB,temperature_gpu,temperature_memory,power_draw_W,pcie_link_width_current,clocks_current_sm_MHz,clocks_current_memory_MHz,clocks_current_video_MHz,power_limit_W
1621267924.161,1,0,0,32510,0,31,29,27.59,16,,,,
1632555872.975,1,11,4,1801,30709,35,33,43.78,16,1380.0,877.0,1237.0,250.0
1632760868.077,1,0,0,32510,0,28,27,25.61,16,135.0,877.0,555.0,250.0
1632555418.176,1,55,28,1801,30709,36,34,163.51,16,1380.0,877.0,1237.0,250.0
1632553880.531,0,0,0,32053,457,32,29,41.73,16,1380.0,877.0,1237.0,250.0
1632169180.15,1,98,39,31233,1277,55,56,159.74,16,1380.0,877.0,1237.0,200.0
1632179025.169,1,98,39,31233,1277,57,58,160.93,16,1380.0,877.0,1237.0,200.0
1621267877.493,1,0,0,32510,0,31,29,27.57,16,,,,
1630788421.4,0,0,0,32475,35,31,29,25.47,16,,,,
1630795808.988,0,0,0,32473,37,37,35,26.67,16,,,,
1630795160.269,1,0,0,32510,0,36,33,28.38,16,,,,
1632178479.356,1,98,39,31233,1277,57,58,162.48,16,1380.0,877.0,1237.0,200.0
1632750660.656,0,0,0,32510,0,31,32,28.04,16,135.0,877.0,555.0,250.0
1632166633.184,1,98,39,31233,1277,59,60,161.3,16,1380.0,877.0,1237.0,200.0
1621267982.936,1,0,0,24519,7991,33,29,37.71,16,,,,
1630796289.224,1,0,0,32510,0,36,33,28.36,16,,,,
1632758419.845,1,0,0,32510,0,32,31,25.88,16,135.0,877.0,555.0,250.0
1632753387.765,0,70,24,31239,1271,52,54,131.24,16,1380.0,877.0,1237.0,250.0
1630787678.482,0,0,0,32475,35,30,29,25.54,16,,,,
1632170205.947,1,98,39,31233,1277,54,55,159.26,16,1380.0,877.0,1237.0,200.0
1632556786.595,1,82,41,1801,30709,36,36,114.96,16,1380.0,877.0,1237.0,250.0
1621267839.589,1,0,0,32510,0,31,29,27.59,16,,,,
1632167292.387,1,0,0,31233,1277,36,35,38.13,16,1230.0,877.0,1117.0,200.0
1632556291.968,1,38,19,1801,30709,35,32,43.79,16,1380.0,877.0,1237.0,250.0
1632760740.765,0,69,24,31239,1271,50,52,126.72,16,1380.0,877.0,1237.0,250.0
1630795456.882,1,0,0,32510,0,37,33,28.34,16,,,,
1632557216.513,1,0,0,1801,30709,35,32,43.89,16,1380.0,877.0,1237.0,250.0
1621268115.247,1,0,0,9737,22773,38,36,44.9,16,,,,
1630784528.437,0,0,0,32477,33,39,37,26.8,16,,,,
1632761829.908,0,44,14,31239,1271,46,46,49.77,16,1380.0,877.0,1237.0,250.0
1630791103.461,0,0,0,32473,37,37,35,26.67,16,,,,
1632554073.382,0,0,0,32053,457,32,29,41.82,16,1380.0,877.0,1237.0,250.0
1621268177.66,1,0,0,9737,22773,40,38,44.99,16,,,,
1632173634.438,1,98,39,31233,1277,58,60,162.04,16,1380.0,877.0,1237.0,200.0
1621268105.617,1,38,24,9737,22773,41,42,148.55,16,,,,
1630792929.45,1,0,0,32510,0,37,33,28.35,16,,,,
1632752660.588,1,0,0,32510,0,30,30,25.48,16,135.0,877.0,555.0,250.0
1632751559.55,1,0,0,32510,0,30,29,25.71,16,135.0,877.0,555.0,250.0
1632175397.755,1,98,38,31233,1277,58,59,162.49,16,1380.0,877.0,1237.0,200.0
1630795541.159,1,0,0,32510,0,37,33,28.37,16,,,,
1632555998.138,1,0,0,1801,30709,34,31,43.58,16,1380.0,877.0,1237.0,250.0
1632169751.848,1,98,39,31233,1277,55,56,152.63,16,1380.0,877.0,1237.0,200.0
1630795183.185,1,0,0,32510,0,36,33,28.38,16,,,,
1621267970.01,1,0,0,24519,7991,32,29,37.69,16,,,,
1632172687.045,1,98,39,31233,1277,59,60,163.02,16,1380.0,877.0,1237.0,200.0
1630781249.971,0,0,0,32475,35,34,32,25.94,16,,,,
1621267872.248,1,0,0,32510,0,31,29,27.47,16,,,,
1632173148.806,1,98,39,31233,1277,59,61,157.05,16,1380.0,877.0,1237.0,200.0
1632761377.907,0,86,30,31239,1271,48,49,161.6,16,1380.0,877.0,1237.0,250.0
1630779634.276,1,0,0,32510,0,35,32,28.07,16,,,,
