timestamp,gpu_index,utilization_gpu_pct,utilization_memory_pct,memory_free_MiB,memory_used_MiB,temperature_gpu,temperature_memory,power_draw_W,pcie_link_width_current,clocks_current_sm_MHz,clocks_current_memory_MHz,clocks_current_video_MHz,power_limit_W
1626526960.729,0,8,0,1859,30651,33,32,37.79,16,,,,
1617923925.661,0,0,0,31089,1421,37,34,44.23,16,,,,
1627526818.245,0,59,48,12359,20151,43,49,46.99,16,,,,
1617924127.881,0,0,0,31089,1421,38,35,44.22,16,,,,
1617924368.792,0,0,0,30487,2023,38,35,44.59,16,,,,
1626402030.149,0,4,1,8159,24351,43,41,49.55,16,,,,
1626420584.571,0,5,1,8159,24351,38,36,43.74,16,,,,
1626526761.604,0,8,0,1859,30651,33,31,37.7,16,,,,
1632136240.823,0,100,45,971,31539,69,71,243.41,16,1327.0,877.0,1192.0,250.0
1632134809.097,1,0,0,1129,31381,32,29,36.26,16,1230.0,877.0,1102.0,250.0
1632134599.567,0,0,0,1129,31381,34,32,38.44,16,1230.0,877.0,1102.0,250.0
1626419850.89,0,96,54,8159,24351,43,44,195.29,16,,,,
1627515585.473,0,0,0,31351,1159,34,33,37.99,16,,,,
1626397069.708,0,1,0,8159,24351,41,38,47.14,16,,,,
1626526878.506,0,8,0,1859,30651,34,32,37.86,16,,,,
1632135100.165,0,0,0,1063,31447,33,32,38.52,16,1230.0,877.0,1102.0,250.0
1627527099.713,0,32,18,12359,20151,43,46,140.86,16,,,,
1627516612.154,0,0,0,31351,1159,35,34,37.92,16,,,,
1632135152.982,0,100,47,971,31539,48,50,243.95,16,1365.0,877.0,1230.0,250.0
1626420313.036,0,4,1,8159,24351,40,37,50.99,16,,,,
1617923288.51,0,0,0,31089,1421,37,34,44.23,16,,,,
1626526739.941,0,8,0,1859,30651,33,31,37.59,16,,,,
1626387932.617,0,92,50,8159,24351,43,43,48.74,16,,,,
1617923880.564,0,0,0,31089,1421,37,34,44.23,16,,,,
1627522231.897,0,0,0,31351,1159,35,35,38.28,16,,,,
1632136708.282,1,100,56,971,31539,60,60,53.84,16,1380.0,877.0,1237.0,250.0
1617924105.333,0,0,0,31089,1421,37,34,44.33,16,,,,
1626526776.666,0,8,0,1859,30651,33,32,37.7,16,,,,
1632136129.64,1,73,24,971,31539,61,60,236.33,16,1380.0,877.0,1237.0,250.0
1627522433.584,0,0,0,31351,1159,35,34,38.26,16,,,,
1632136396.581,0,89,41,971,31539,69,71,258.24,16,1372.0,877.0,1230.0,250.0
1617923764.816,0,0,0,31089,1421,37,34,44.23,16,,,,
1626526898.31,0,8,0,1859,30651,34,33,37.94,16,,,,
1626377845.024,0,5,1,8159,24351,35,33,41.38,16,,,,
1626526703.521,0,8,0,1859,30651,32,31,37.5,16,,,,
1632134859.907,1,0,0,1129,31381,32,29,36.42,16,1230.0,877.0,1102.0,250.0
1627518939.574,0,0,0,31351,1159,35,34,38.1,16,,,,
1627520828.33,0,0,0,31351,1159,35,34,38.39,16,,,,
1626384235.172,0,96,53,8159,24351,42,44,171.88,16,,,,
1632134262.799,1,0,0,1129,31381,33,30,36.58,16,1230.0,877.0,1102.0,250.0
1617923264.412,0,0,0,31089,1421,37,34,44.23,16,,,,
1626412675.14,0,89,65,8159,24351,40,41,211.45,16,,,,
1632136731.994,0,100,47,971,31539,69,72,223.41,16,1312.0,877.0,1177.0,250.0
1626526722.709,0,8,0,1859,30651,32,31,37.61,16,,,,
1626400905.988,0,94,49,8159,24351,44,44,92.82,16,,,,
1632136885.416,0,82,32,971,31539,69,71,260.36,16,1365.0,877.0,1230.0,250.0
1626526873.86,0,8,0,1859,30651,34,33,37.98,16,,,,
1626417069.428,0,4,1,8159,24351,38,36,49.71,16,,,,
1627518078.841,0,0,0,31351,1159,34,33,37.96,16,,,,
1632134154.569,0,0,0,1129,31381,37,35,39.17,16,1230.0,877.0,1102.0,250.0
1626409803.007,0,93,50,8159,24351,45,46,118.98,16,,,,
1632134070.232,1,7,1,1129,31381,38,35,40.44,16,1260.0,877.0,1140.0,250.0
1632136889.94,1,100,54,971,31539,62,61,227.41,16,1365.0,877.0,1230.0,250.0
1626411080.284,0,4,1,8159,24351,41,39,50.58,16,,,,
1632136058.253,0,100,56,971,31539,70,73,230.25,16,1365.0,877.0,1230.0,250.0
1627522997.839,0,0,0,31351,1159,34,33,38.0,16,,,,
1632134487.31,0,0,0,1129,31381,34,33,38.61,16,1230.0,877.0,1102.0,250.0
1627526411.785,0,36,20,12359,20151,44,51,148.68,16,,,,
1626413557.219,0,39,1,8159,24351,39,36,47.1,16,,,,
1626526809.999,0,8,0,1859,30651,33,32,37.9,16,,,,
1617923644.406,0,0,0,31089,1421,37,34,44.23,16,,,,
1626526784.921,0,8,0,1859,30651,33,32,37.88,16,,,,
1617923430.729,0,0,0,31089,1421,37,34,44.24,16,,,,
1617923152.668,0,0,0,32510,0,37,34,44.22,16,,,,
1617923134.996,0,0,0,32510,0,37,34,44.23,16,,,,
1627521679.097,0,0,0,31351,1159,36,35,38.49,16,,,,
1617923493.385,0,0,0,31089,1421,37,34,44.24,16,,,,
1627519823.93,0,0,0,31351,1159,35,34,38.17,16,,,,
1627521745.952,0,0,0,31351,1159,36,35,38.29,16,,,,
1626526671.122,0,8,0,1859,30651,32,30,37.51,16,,,,
1627520507.534,0,0,0,31351,1159,35,34,38.21,16,,,,
1617924225.514,0,0,0,30487,2023,38,36,44.56,16,,,,
1617923210.085,0,0,0,31089,1421,37,34,44.24,16,,,,
1617923258.309,0,0,0,31089,1421,37,34,44.23,16,,,,
1626526692.172,0,8,0,1859,30651,32,31,37.61,16,,,,
1617924234.29,0,0,0,30487,2023,39,35,137.01,16,,,,
1627526276.419,0,10,9,21007,11503,43,44,104.16,16,,,,
1626409724.766,0,100,79,8159,24351,40,43,49.97,16,,,,
1626527181.007,0,9,0,1859,30651,33,31,37.65,16,,,,
1617923921.216,0,0,0,31089,1421,37,34,44.24,16,,,,
1627523175.092,0,0,0,31351,1159,34,33,37.92,16,,,,
1626526827.747,0,8,0,1859,30651,34,32,37.79,16,,,,
1626398127.959,0,3,1,8159,24351,40,38,49.11,16,,,,
1626406090.161,0,4,1,8159,24351,38,36,48.63,16,,,,
1632134054.914,1,1,0,1129,31381,39,36,37.92,16,1230.0,877.0,1102.0,250.0
1617923868.471,0,0,0,31089,1421,37,34,44.23,16,,,,
1626392871.034,0,9,0,8159,24351,37,34,46.54,16,,,,
1632136465.758,0,100,54,971,31539,69,72,245.26,16,1357.0,877.0,1215.0,250.0
1626390547.696,0,94,50,8159,24351,43,43,187.47,16,,,,
1626526743.139,0,8,0,1859,30651,33,31,37.7,16,,,,
1626526840.946,0,8,0,1859,30651,34,32,37.7,16,,,,
1627526543.772,0,13,10,12359,20151,43,44,46.51,16,,,,
1626527110.524,0,9,0,1859,30651,33,31,37.69,16,,,,
1626526681.236,0,8,0,1859,30651,32,30,37.51,16,,,,
1626418277.853,0,4,1,8159,24351,39,36,49.04,16,,,,
1627520472.624,0,0,0,31351,1159,35,34,38.31,16,,,,
1627522379.583,0,0,0,31351,1159,35,34,38.17,16,,,,
1632134234.425,0,0,0,1129,31381,35,33,38.71,16,1230.0,877.0,1102.0,250.0
1626526635.743,0,8,0,1859,30651,31,29,37.4,16,,,,
1617924157.758,0,0,0,31089,1421,38,35,44.31,16,,,,
