timestamp,gpu_index,utilization_gpu_pct,utilization_memory_pct,memory_free_MiB,memory_used_MiB,temperature_gpu,temperature_memory,power_draw_W,pcie_link_width_current,clocks_current_sm_MHz,clocks_current_memory_MHz,clocks_current_video_MHz,power_limit_W
1627183456.49,0,0,0,31351,1159,40,37,38.1,16,,,,
1627372186.214,0,0,0,31351,1159,34,31,38.93,16,,,,
1622314560.568,0,37,13,1439,31071,43,39,73.95,16,,,,
1627371682.908,0,0,0,31351,1159,34,32,38.77,16,,,,
1627369232.535,0,0,0,31351,1159,34,32,38.96,16,,,,
1616500117.611,0,45,22,27831,4679,51,53,52.13,16,,,,
1616525276.881,0,45,23,27831,4679,54,55,146.73,16,,,,
1627192628.559,0,64,59,21141,11369,52,54,55.28,16,,,,
1632828555.889,1,91,36,31239,1271,60,63,174.93,16,1380.0,877.0,1237.0,250.0
1632834066.98,1,91,36,31239,1271,52,55,166.85,16,1380.0,877.0,1237.0,250.0
1632834816.025,1,91,36,31239,1271,55,58,168.49,16,1380.0,877.0,1237.0,250.0
1616496103.698,0,44,21,27831,4679,48,49,128.96,16,,,,
1622310490.201,0,0,0,1439,31071,40,37,45.26,16,,,,
1616491446.122,0,47,23,27831,4679,49,50,56.2,16,,,,
1627187806.859,0,0,0,31351,1159,41,38,37.59,16,,,,
1632828730.607,1,91,36,31239,1271,59,62,175.91,16,1380.0,877.0,1237.0,250.0
1622315564.437,0,40,14,1439,31071,42,39,65.04,16,,,,
1622311097.364,0,38,13,1439,31071,42,39,74.26,16,,,,
1632827721.486,1,91,35,31239,1271,59,62,174.33,16,1380.0,877.0,1237.0,250.0
1616526789.607,0,43,21,27831,4679,55,56,60.1,16,,,,
1627369187.087,0,0,0,31351,1159,34,32,38.88,16,,,,
1627187933.05,0,0,0,31351,1159,41,38,37.81,16,,,,
1616486063.719,0,57,31,27831,4679,50,51,59.78,16,,,,
1627369755.347,0,0,0,31351,1159,33,31,38.76,16,,,,
1622310420.023,0,0,0,1439,31071,40,36,41.9,16,,,,
1632828236.725,1,71,27,31239,1271,59,61,172.12,16,1380.0,877.0,1237.0,250.0
1627373793.676,0,0,0,31351,1159,33,31,38.67,16,,,,
1627192987.05,0,44,35,21141,11369,51,54,46.73,16,,,,
1632828382.93,1,91,35,31239,1271,60,63,170.86,16,1380.0,877.0,1237.0,250.0
1622313364.591,0,0,0,1439,31071,40,37,47.58,16,,,,
1632831919.763,1,91,36,31239,1271,54,57,167.67,16,1380.0,877.0,1237.0,250.0
1627372336.213,0,0,0,31351,1159,34,31,38.87,16,,,,
1627186837.838,0,0,0,31351,1159,40,37,37.65,16,,,,
1616526250.111,0,56,31,27831,4679,55,56,91.27,16,,,,
1627188877.903,0,0,0,31351,1159,40,37,38.17,16,,,,
1632827341.177,1,91,36,31239,1271,58,61,172.43,16,1380.0,877.0,1237.0,250.0
1622305087.787,0,39,13,1439,31071,42,39,64.79,16,,,,
1622309090.894,0,35,12,1439,31071,42,39,62.17,16,,,,
1616505596.181,0,46,23,27831,4679,51,52,134.41,16,,,,
1632827259.421,1,91,36,31239,1271,58,61,174.2,16,1380.0,877.0,1237.0,250.0
1627374914.741,0,0,0,31351,1159,34,32,38.99,16,,,,
1616498528.222,0,0,0,27831,4679,47,46,47.73,16,,,,
1632833561.163,1,91,36,31239,1271,54,57,168.81,16,1380.0,877.0,1237.0,250.0
1627185937.574,0,0,0,31351,1159,41,38,37.75,16,,,,
1616481358.458,0,56,31,27831,4679,46,46,134.23,16,,,,
1632832235.595,1,91,35,31239,1271,54,57,169.0,16,1380.0,877.0,1237.0,250.0
1627186170.114,0,0,0,31351,1159,41,38,37.72,16,,,,
1616478311.873,0,41,21,27831,4679,47,48,51.77,16,,,,
1622302732.421,0,40,14,1439,31071,42,39,56.03,16,,,,
1632827625.744,1,91,36,31239,1271,59,62,172.71,16,1380.0,877.0,1237.0,250.0
1616522040.213,0,45,21,27831,4679,55,58,85.91,16,,,,
1632825824.705,1,91,36,31239,1271,57,60,173.42,16,1380.0,877.0,1237.0,250.0
1632828299.723,1,72,28,31239,1271,59,61,161.48,16,1380.0,877.0,1237.0,250.0
1616513050.063,0,45,21,27831,4679,50,52,64.96,16,,,,
1632825621.593,1,91,36,31239,1271,58,61,173.54,16,1380.0,877.0,1237.0,250.0
1622303863.849,0,0,0,1439,31071,42,38,41.1,16,,,,
1632833784.413,1,91,36,31239,1271,53,56,167.82,16,1380.0,877.0,1237.0,250.0
1622303383.477,0,37,13,1439,31071,42,39,60.32,16,,,,
1616481407.42,0,54,30,27831,4679,45,47,63.0,16,,,,
1627188184.554,0,0,0,31351,1159,41,37,37.61,16,,,,
1627376122.167,0,0,0,31351,1159,33,31,38.6,16,,,,
1627189797.528,0,0,0,31351,1159,41,38,38.07,16,,,,
1627376632.867,0,55,39,21513,10997,46,50,53.03,16,,,,
1627370847.881,0,0,0,31351,1159,33,31,38.67,16,,,,
1627375394.665,0,0,0,31351,1159,34,31,38.87,16,,,,
1622305415.265,0,0,0,1439,31071,41,38,40.96,16,,,,
1627375056.071,0,0,0,31351,1159,34,32,38.75,16,,,,
1622306289.635,0,36,12,1439,31071,43,40,55.7,16,,,,
1622315958.508,0,40,14,1439,31071,42,40,74.2,16,,,,
1627192146.273,0,45,31,21149,11361,52,56,160.96,16,,,,
1622304836.037,0,0,0,1439,31071,41,38,38.68,16,,,,
1627369899.167,0,0,0,31351,1159,33,30,38.48,16,,,,
1627376691.226,0,59,55,21505,11005,46,49,50.77,16,,,,
1627372921.975,0,0,0,31351,1159,34,32,38.81,16,,,,
1627191104.251,0,0,0,31351,1159,41,38,38.19,16,,,,
1627369241.199,0,0,0,31351,1159,34,32,38.85,16,,,,
1622304116.809,0,39,13,1439,31071,42,39,56.42,16,,,,
1616479007.061,0,1,0,27831,4679,47,45,137.3,16,,,,
1627189726.871,0,0,0,31351,1159,41,38,38.1,16,,,,
1627369326.891,0,0,0,31351,1159,34,32,38.77,16,,,,
1622314264.401,0,37,13,1439,31071,41,39,72.42,16,,,,
