timestamp,gpu_index,utilization_gpu_pct,utilization_memory_pct,memory_free_MiB,memory_used_MiB,temperature_gpu,temperature_memory,power_draw_W,pcie_link_width_current
1627228044.047,0,0,0,32510,0,28,26,25.79,16
1627470914.674,0,0,0,31351,1159,37,36,43.36,16
1630538926.224,1,38,11,29971,2539,44,43,66.19,16
1627469433.769,0,0,0,31351,1159,38,37,43.47,16
1627471168.485,0,0,0,31351,1159,38,36,43.29,16
1625752112.339,1,97,24,3105,29405,66,65,65.8,16
1625751186.184,1,96,20,3105,29405,66,64,117.47,16
1627229629.528,0,0,0,32510,0,28,26,25.63,16
1622263053.491,0,0,0,1439,31071,34,34,36.75,16
1622252252.302,0,23,2,1439,31071,34,34,40.71,16
1622258928.103,0,26,2,1439,31071,35,34,42.34,16
1625753635.413,1,100,24,3105,29405,67,66,84.32,16
1630536852.903,1,45,17,29971,2539,45,43,80.2,16
1625751542.889,0,90,14,3559,28951,68,71,70.63,16
1627229699.296,0,0,0,32510,0,28,26,25.69,16
1622255793.964,0,26,2,1439,31071,34,34,39.24,16
1630537873.142,1,46,17,29971,2539,45,43,75.31,16
1630536334.481,1,36,11,29971,2539,44,43,58.17,16
1622257147.466,0,25,2,1439,31071,35,34,42.3,16
1625747036.674,1,97,21,8105,24405,65,64,68.28,16
1627463503.629,0,0,0,31351,1159,38,36,43.26,16
1627227786.166,0,0,0,32510,0,28,26,25.75,16
1625745720.058,1,0,0,32510,0,33,30,25.48,16
1627470684.56,0,0,0,31351,1159,37,36,43.41,16
1630535670.061,1,46,15,29971,2539,40,39,73.48,16
1622250341.186,0,26,2,1439,31071,35,34,40.3,16
1627468813.779,0,0,0,31351,1159,37,36,43.24,16
1627241308.537,0,0,0,32510,0,28,26,25.66,16
1622259571.926,0,15,1,1439,31071,34,34,39.81,16
1630538455.529,1,43,16,29971,2539,44,43,54.15,16
1622250663.528,0,25,2,1439,31071,34,33,42.01,16
1627469264.136,0,0,0,31351,1159,38,36,43.42,16
1627230061.588,0,0,0,32510,0,28,26,25.63,16
1625747078.523,0,98,20,8559,23951,67,71,62.91,16
1627230759.709,0,0,0,32510,0,32,31,26.53,16
1622255603.689,0,25,2,1439,31071,34,34,38.58,16
1630537084.906,1,39,12,29971,2539,45,44,79.88,16
