timestamp,gpu_index,utilization_gpu_pct,utilization_memory_pct,memory_free_MiB,memory_used_MiB,temperature_gpu,temperature_memory,power_draw_W,pcie_link_width_current
1621910095.036,0,0,0,1439,31071,33,30,43.29,16
1626763003.668,0,0,0,32510,0,35,35,27.83,16
1625192205.122,1,74,8,27329,5181,45,44,52.07,16
1626784905.195,0,0,0,32510,0,36,35,28.13,16
1626750519.765,0,0,0,32510,0,37,36,28.22,16
1625057211.239,0,98,60,9249,23261,64,64,172.64,16
1625050055.635,1,100,82,9885,22625,63,69,169.3,16
1621907609.861,0,19,2,1439,31071,31,28,37.15,16
1630011920.796,0,0,0,32506,4,34,31,28.23,16
1630011968.063,0,0,0,32506,4,34,31,28.31,16
1630011751.209,0,0,0,32506,4,34,31,28.46,16
1625059596.168,0,83,59,9251,23259,64,65,175.13,16
1625193292.175,0,64,5,28763,3747,45,43,54.0,16
1625058249.276,1,100,76,10959,21551,62,69,168.16,16
1621911215.506,0,42,19,1439,31071,35,34,71.58,16
1630011704.22,0,0,0,32506,4,34,31,28.4,16
1625193739.418,1,80,13,27321,5189,46,44,53.1,16
1625192051.895,0,62,5,28763,3747,45,43,51.67,16
1630011579.269,0,0,0,32506,4,34,31,28.39,16
1625052807.812,0,98,60,10395,22115,66,68,181.86,16
1626774489.567,0,0,0,32510,0,36,36,28.02,16
1621914127.462,0,44,20,1439,31071,35,34,65.45,16
1625050196.572,0,100,65,10169,22341,69,69,157.73,16
1626771323.449,0,0,0,32510,0,35,35,27.94,16
1625192382.481,1,83,13,27329,5181,45,44,52.07,16
1630011582.373,1,88,52,29929,2581,49,49,132.85,16
1626784411.303,0,0,0,32510,0,36,35,28.13,16
1621912956.931,0,43,20,1439,31071,35,34,69.41,16
1630011707.665,1,89,53,29929,2581,48,48,131.06,16
1625193770.506,1,43,8,27321,5189,48,45,80.43,16
1630011739.73,1,88,52,29929,2581,49,49,146.76,16
1626763633.288,0,0,0,32510,0,35,35,28.04,16
1621903318.308,0,35,16,1439,31071,33,32,61.44,16
1625052419.471,1,100,88,9347,23163,62,65,50.07,16
1621912358.75,0,43,20,1439,31071,35,34,65.01,16
1630011825.248,1,88,52,29929,2581,48,48,137.54,16
1625192306.853,0,65,3,28763,3747,45,43,46.07,16
1625192492.789,1,73,12,27329,5181,45,44,52.91,16
1625053967.811,0,0,0,28097,4413,62,60,50.8,16
1630011486.4,0,0,0,32506,4,34,31,28.5,16
1626768132.418,0,0,0,32510,0,37,36,28.31,16
1625049212.717,0,100,72,9465,23045,71,73,198.54,16
1630011677.396,0,0,0,32506,4,34,31,28.61,16
1621906091.963,0,5,0,1439,31071,31,28,37.87,16
1625060232.211,0,0,0,9459,23051,55,53,47.99,16
1630011183.273,0,0,0,32506,4,34,30,28.22,16
1621909387.044,0,0,0,1439,31071,32,30,37.58,16
1625053117.08,0,100,75,10455,22055,69,71,184.07,16
1625193573.702,1,74,9,27321,5189,47,46,59.13,16
1630011865.524,0,0,0,32506,4,34,31,28.5,16
1625052932.306,1,100,75,9237,23273,65,73,174.12,16
1630011198.778,0,0,0,32506,4,34,30,28.23,16
1630011788.806,0,0,0,32506,4,34,31,28.52,16
1625059487.714,0,100,84,9259,23251,63,63,184.5,16
1630011222.188,1,70,40,29933,2577,46,46,51.26,16
1625193419.014,0,79,6,28763,3747,45,44,46.6,16
1630011830.327,1,0,0,29929,2581,46,43,46.78,16
1625191637.96,0,80,5,28781,3729,42,40,54.88,16
1625049843.667,0,100,79,10265,22245,68,71,96.2,16
1621912663.689,0,44,20,1439,31071,35,34,75.17,16
1626766166.102,0,0,0,32510,0,36,35,28.13,16
1621912046.801,0,39,18,1439,31071,35,34,71.12,16
1626776825.226,0,0,0,32510,0,36,35,27.94,16
1626757752.623,0,0,0,32510,0,36,35,28.03,16
1626773174.217,0,0,0,32510,0,36,36,28.13,16
1625193230.335,1,75,12,27321,5189,46,45,53.35,16
1626782160.198,0,0,0,32510,0,36,35,27.93,16
1625192446.63,0,75,5,28763,3747,45,43,46.61,16
1625193488.641,0,73,6,28763,3747,45,43,105.13,16
1621913568.4,0,44,20,1439,31071,35,35,77.46,16
1625192570.258,1,77,13,27329,5181,46,44,52.91,16
1626781036.09,0,0,0,32510,0,36,35,28.03,16
1626756000.0,0,0,0,32510,0,36,35,28.22,16
1626764736.712,0,0,0,32510,0,35,35,28.03,16
1621907496.945,0,0,0,1439,31071,32,28,37.42,16
1626761342.425,0,0,0,32510,0,36,35,28.01,16
1625192947.551,1,71,12,27321,5189,46,45,92.12,16
1625058612.382,0,0,0,9761,22749,56,54,48.24,16
1621907910.195,0,0,0,1439,31071,33,30,37.68,16
1626756235.016,0,0,0,32510,0,36,36,28.12,16
1625192364.656,1,73,12,27329,5181,45,44,93.69,16
1621912692.216,0,44,20,1439,31071,35,35,81.4,16
1625054545.56,1,100,91,9551,22959,62,68,180.25,16
1625052227.494,0,100,75,9421,23089,71,73,179.1,16
1630011697.048,1,88,52,29929,2581,49,49,134.59,16
1626759681.132,0,0,0,32510,0,36,35,27.94,16
1625058377.275,1,0,0,10605,21905,56,54,47.31,16
1630011273.559,1,88,52,29929,2581,47,47,141.72,16
1625054867.262,0,98,60,10347,22163,65,66,156.31,16
1621909017.432,0,0,0,1439,31071,31,28,37.11,16
1621909929.888,0,42,19,1439,31071,34,33,67.1,16
1625193167.875,1,81,13,27321,5189,47,45,140.03,16
1621905475.695,0,6,1,1439,31071,33,31,43.35,16
1621910979.978,0,0,0,1439,31071,34,31,42.01,16
1625058258.254,1,0,0,10949,21561,59,60,48.6,16
1625193804.013,0,0,0,28763,3747,43,41,44.97,16
1625192678.622,0,68,5,28763,3747,45,43,48.45,16
1630011764.539,1,86,51,29929,2581,48,48,134.01,16
1621914139.855,0,0,0,1439,31071,34,32,43.6,16
1626776454.48,0,0,0,32510,0,35,35,28.03,16
