timestamp,gpu_index,utilization_gpu_pct,utilization_memory_pct,memory_free_MiB,memory_used_MiB,temperature_gpu,temperature_memory,power_draw_W,pcie_link_width_current,clocks_current_sm_MHz,clocks_current_memory_MHz,clocks_current_video_MHz,power_limit_W
1630544955.778,0,10,6,2749,29761,35,34,36.6,16,,,,
1623586142.626,1,0,0,32510,0,38,36,42.63,16,,,,
1624332058.902,0,14,5,18329,14181,53,53,56.06,16,,,,
1623585951.356,0,0,0,32510,0,41,38,45.05,16,,,,
1623586211.276,0,0,0,32510,0,41,38,45.11,16,,,,
1621611870.485,0,38,5,1735,30775,43,40,58.37,16,,,,
1621652815.02,0,38,5,1735,30775,44,40,57.09,16,,,,
1630544807.495,0,10,6,2749,29761,35,34,36.65,16,,,,
1632181494.411,1,80,13,29587,2923,55,51,126.65,16,1380.0,877.0,1237.0,250.0
1632149237.971,1,74,14,29587,2923,54,50,201.81,16,1380.0,877.0,1237.0,250.0
1632155874.383,1,93,14,29577,2933,53,49,142.18,16,1380.0,877.0,1237.0,250.0
1621618141.168,0,39,5,1735,30775,44,40,57.6,16,,,,
1624335393.415,0,13,4,18329,14181,52,52,61.52,16,,,,
1621661905.873,0,39,5,1735,30775,44,41,54.42,16,,,,
1630545228.764,0,10,6,2749,29761,36,35,36.72,16,,,,
1632156351.786,1,93,14,29569,2941,55,52,128.09,16,1380.0,877.0,1237.0,250.0
1624332908.238,0,0,0,18329,14181,52,51,49.22,16,,,,
1624337921.903,0,5,2,18329,14181,53,52,61.41,16,,,,
1632156717.795,1,80,13,29587,2923,54,50,120.39,16,1380.0,877.0,1237.0,250.0
1621743742.283,0,39,5,1735,30775,48,44,58.07,16,,,,
1623586224.811,1,0,0,32510,0,38,36,42.64,16,,,,
1630545397.198,0,10,6,2749,29761,36,34,87.5,16,,,,
1621686928.676,0,38,5,1735,30775,43,39,54.93,16,,,,
1623585870.561,1,0,0,32510,0,38,36,42.62,16,,,,
1624340168.159,0,14,5,18329,14181,55,54,61.5,16,,,,
1632180254.669,1,94,14,29577,2933,52,48,116.89,16,1380.0,877.0,1237.0,250.0
1623586050.108,1,0,0,32510,0,38,36,42.69,16,,,,
1630544490.434,0,11,6,2749,29761,34,32,68.05,16,,,,
1632174201.824,1,94,14,29569,2941,51,47,124.28,16,1380.0,877.0,1237.0,250.0
1624336450.134,0,14,5,18329,14181,52,51,58.71,16,,,,
1632170651.799,1,92,11,29587,2923,50,46,120.79,16,1380.0,877.0,1237.0,250.0
1623586000.962,0,0,0,32510,0,41,38,44.92,16,,,,
1630545093.386,0,0,0,2749,29761,36,35,36.8,16,,,,
1621561038.926,0,38,5,1735,30775,43,39,56.84,16,,,,
1630544453.112,0,0,0,32510,0,31,30,24.85,16,,,,
1632159852.131,1,94,14,29569,2941,54,51,137.43,16,1380.0,877.0,1237.0,250.0
1624331056.423,0,95,49,18329,14181,56,60,200.97,16,,,,
1624328621.445,0,40,1,18329,14181,51,50,49.24,16,,,,
1621668034.734,0,39,5,1735,30775,45,42,58.53,16,,,,
1632159182.158,1,85,13,29593,2917,52,49,118.46,16,1380.0,877.0,1237.0,250.0
1623586088.069,0,0,0,32510,0,41,38,45.0,16,,,,
1621663985.67,0,39,5,1735,30775,45,41,58.92,16,,,,
1632155790.845,1,85,12,29587,2923,53,50,90.03,16,1380.0,877.0,1237.0,250.0
1630545292.788,0,10,6,2749,29761,36,34,36.83,16,,,,
1621582192.278,0,52,0,1735,30775,41,37,46.65,16,,,,
1632161084.295,1,96,12,29569,2941,54,50,128.85,16,1380.0,877.0,1237.0,250.0
1630544520.803,0,10,6,2749,29761,34,33,36.4,16,,,,
1621708951.88,0,39,5,1735,30775,43,40,55.47,16,,,,
1624328536.148,0,9,0,18329,14181,50,49,48.66,16,,,,
1632150375.412,1,4,0,31403,1107,47,46,41.12,16,1230.0,877.0,1110.0,250.0
1621722051.051,0,39,5,1735,30775,43,40,57.31,16,,,,
1632177010.503,1,85,13,29569,2941,54,50,142.64,16,1380.0,877.0,1237.0,250.0
1632150595.342,1,94,14,29569,2941,52,49,116.82,16,1380.0,877.0,1237.0,250.0
1621750870.098,0,39,5,1735,30775,43,39,58.09,16,,,,
1632174360.294,1,93,14,29569,2941,49,46,106.33,16,1380.0,877.0,1237.0,250.0
1624333655.727,0,14,5,18329,14181,54,53,61.69,16,,,,
1632170328.188,1,81,15,29569,2941,49,46,182.4,16,1380.0,877.0,1237.0,250.0
1624331605.279,0,0,0,18329,14181,51,51,43.42,16,,,,
1621627929.605,0,37,5,1735,30775,48,44,59.49,16,,,,
1630545532.479,0,10,6,2749,29761,36,35,36.8,16,,,,
1623586212.984,0,0,0,32510,0,41,38,44.92,16,,,,
1630545414.432,0,0,0,2749,29761,36,34,38.77,16,,,,
1623586135.07,1,0,0,32510,0,38,36,42.6,16,,,,
1623586250.299,1,0,0,32510,0,38,36,42.73,16,,,,
1623586031.318,0,0,0,32510,0,41,38,45.01,16,,,,
1624338302.879,0,28,2,18329,14181,52,52,49.38,16,,,,
1623586085.52,1,0,0,32510,0,38,36,42.72,16,,,,
1624331949.928,0,14,5,18329,14181,53,53,59.19,16,,,,
1624338939.839,0,11,4,18329,14181,54,54,57.3,16,,,,
1630545500.483,0,10,6,2749,29761,36,35,37.01,16,,,,
1624336137.54,0,40,1,18329,14181,54,56,147.09,16,,,,
1623586119.381,1,0,0,32510,0,38,36,42.53,16,,,,
1623586079.57,0,0,0,32510,0,41,38,45.04,16,,,,
1623586204.435,0,0,0,32510,0,41,38,45.1,16,,,,
1630545405.761,0,0,0,2749,29761,36,34,36.88,16,,,,
1623586128.444,1,0,0,32510,0,38,36,42.55,16,,,,
1624329230.314,0,13,4,18329,14181,52,51,58.79,16,,,,
1621618457.771,0,38,5,1735,30775,45,41,55.18,16,,,,
1630544876.884,0,0,0,2749,29761,35,34,36.66,16,,,,
1623586073.062,0,0,0,32510,0,41,38,45.04,16,,,,
