timestamp,gpu_index,utilization_gpu_pct,utilization_memory_pct,memory_free_MiB,memory_used_MiB,temperature_gpu,temperature_memory,power_draw_W,pcie_link_width_current
1631727965.77,0,93,14,27665,4845,48,45,201.72,16
1620903661.291,0,81,45,1427,31083,57,58,136.17,16
1620860526.883,0,85,49,1487,31023,60,65,147.12,16
1620903519.317,0,78,38,1427,31083,57,58,136.98,16
1620902532.46,0,100,51,1427,31083,55,56,88.16,16
1631211091.465,0,100,31,3854,28656,68,68,188.4,16
1631209649.135,0,95,40,4692,27818,65,64,202.53,16
1631671584.061,0,75,13,28689,3821,48,45,115.83,16
1613483746.64,1,85,57,25709,6801,64,70,238.26,16
1613483724.107,1,87,59,25709,6801,65,71,240.66,16
1613483716.149,1,83,56,25709,6801,66,72,202.85,16
1631212444.273,0,100,34,3854,28656,68,69,189.4,16
1620859943.749,0,0,0,1919,30591,52,52,50.23,16
1631214575.831,0,96,24,3854,28656,65,65,217.71,16
1631700974.023,0,94,14,27665,4845,49,48,127.35,16
1613483899.322,1,77,57,25709,6801,62,67,170.35,16
1620861069.96,0,84,48,1487,31023,62,65,170.37,16
1620860451.214,0,85,49,1487,31023,59,64,103.19,16
1613483820.437,1,87,59,25709,6801,64,70,123.37,16
1631210696.178,0,100,22,4444,28066,67,67,205.65,16
1620905318.983,0,100,61,1427,31083,57,58,139.13,16
1631682859.299,0,73,13,27665,4845,47,45,113.84,16
1631209724.34,0,100,32,4692,27818,65,66,196.89,16
1620904669.981,0,100,51,1427,31083,57,56,229.67,16
1620860424.954,0,82,47,1487,31023,58,62,63.57,16
1613483810.779,1,83,57,25709,6801,65,69,248.71,16
1620902702.725,0,100,58,1427,31083,54,55,54.94,16
1631675145.653,0,75,13,28689,3821,47,44,124.21,16
1613483861.743,1,87,58,25709,6801,65,69,210.23,16
1620859986.315,0,0,0,1919,30591,46,45,41.49,16
1613483790.671,1,84,56,25709,6801,64,69,228.89,16
1620902342.514,0,97,51,1427,31083,49,48,189.05,16
1631726947.536,0,80,12,28689,3821,46,43,124.15,16
1631209265.899,0,0,0,1160,31350,55,56,42.47,16
1631655084.498,0,0,0,32510,0,44,43,47.11,16
1613483772.306,1,87,58,25709,6801,65,70,197.04,16
1620860769.779,0,85,49,1487,31023,61,64,164.49,16
1620860283.282,0,83,48,1487,31023,52,55,62.63,16
1631209730.955,0,98,27,4692,27818,65,64,121.95,16
1613483665.791,1,83,57,25709,6801,70,76,209.07,16
1620903964.197,1,76,43,1431,31079,50,54,127.67,16
1631209153.554,0,59,14,1160,31350,61,61,49.59,16
1613483897.534,1,26,19,25709,6801,60,61,215.7,16
1631669455.475,0,0,0,32506,4,45,43,45.21,16
1631210447.536,0,100,34,4444,28066,65,65,168.68,16
1613483566.492,1,86,56,25709,6801,58,61,158.16,16
1631683855.898,0,94,15,27665,4845,48,46,127.26,16
1631212890.539,0,100,34,3854,28656,68,69,181.83,16
1620860969.693,0,85,49,1487,31023,61,66,100.39,16
1613483766.165,1,86,58,25709,6801,64,69,200.34,16
1631211584.489,0,100,40,3854,28656,67,68,197.69,16
1613483692.583,1,88,59,25709,6801,68,74,219.98,16
1613483822.532,1,85,57,25709,6801,64,69,128.2,16
1631214278.804,0,96,34,3854,28656,63,64,44.94,16
