timestamp,gpu_index,utilization_gpu_pct,utilization_memory_pct,memory_free_MiB,memory_used_MiB,temperature_gpu,temperature_memory,power_draw_W,pcie_link_width_current
1630797726.837,0,0,0,32510,0,34,34,26.29,16
1622225048.096,1,0,0,1439,31071,46,45,48.8,16
1631317317.939,0,0,0,31247,1263,35,33,43.25,16
1622218066.623,1,45,21,1439,31071,48,48,79.25,16
1622225263.335,1,0,0,1439,31071,45,44,42.27,16
1622244148.837,0,21,2,1439,31071,38,36,41.05,16
1622235606.409,0,27,2,1439,31071,38,36,41.15,16
1630792956.175,0,6,0,31403,1107,37,37,36.96,16
1620515383.96,1,0,0,5228,27282,67,66,88.66,16
1620516472.609,0,96,75,4952,27558,70,74,135.1,16
1620514876.851,1,41,25,5306,27204,64,68,109.65,16
1622242699.974,0,26,2,1439,31071,38,36,42.31,16
1631317503.661,0,0,0,31247,1263,37,35,43.91,16
1622239286.093,0,20,1,1439,31071,38,36,41.65,16
1630795140.988,0,6,0,31403,1107,36,37,37.15,16
1620514367.345,0,41,25,5030,27480,66,68,54.2,16
1631317464.159,0,58,4,31247,1263,38,36,65.16,16
1631317747.414,0,42,3,31247,1263,39,36,67.6,16
1620513485.649,1,0,0,28626,3884,38,36,43.89,16
1622237470.12,0,26,2,1439,31071,38,36,42.41,16
1622219065.161,1,0,0,1439,31071,47,46,49.25,16
1630795509.176,0,7,0,31403,1107,37,37,36.92,16
1622237726.157,0,26,2,1439,31071,38,36,41.15,16
1622223439.168,1,43,20,1439,31071,46,45,79.63,16
1631317234.121,0,0,0,31369,1141,33,31,37.36,16
1620516928.91,1,65,44,5228,27282,64,69,62.74,16
1622218940.982,1,0,0,1439,31071,47,45,48.87,16
1630810853.592,0,0,0,32510,0,32,33,25.8,16
1620513153.18,1,0,0,28626,3884,37,36,43.88,16
1631317558.599,0,56,4,31247,1263,38,36,64.39,16
1620512731.535,0,0,0,32510,0,33,33,26.03,16
1622222265.745,1,0,0,1439,31071,45,44,42.36,16
1630806352.349,0,0,0,32510,0,33,33,26.01,16
1622236608.182,0,1,0,1439,31071,37,35,37.24,16
1630797864.863,0,0,0,32510,0,34,34,26.3,16
1620516130.096,1,98,82,5228,27282,68,73,160.98,16
1631317232.565,0,0,0,31369,1141,33,31,37.36,16
1631317348.946,0,53,3,31247,1263,37,34,63.18,16
1622233101.21,0,25,2,1439,31071,38,36,42.11,16
1620516234.081,1,97,83,5228,27282,67,71,134.02,16
1622217725.623,1,0,0,1439,31071,45,44,42.39,16
1622243319.299,0,11,1,1439,31071,38,36,37.43,16
1620513195.681,1,0,0,28626,3884,38,36,43.88,16
1630802140.185,0,0,0,32510,0,34,35,26.38,16
1622232466.451,0,25,2,1439,31071,38,36,39.22,16
1620513556.728,0,0,0,28626,3884,37,36,36.81,16
1630813865.223,0,0,0,32510,0,32,32,26.15,16
1622234190.408,0,24,2,1439,31071,38,36,39.03,16
1631317538.148,0,56,4,31247,1263,38,36,55.66,16
1620512773.245,1,0,0,32510,0,37,36,43.72,16
1622235117.812,0,26,2,1439,31071,38,36,40.6,16
1620516191.639,1,95,70,5228,27282,67,71,130.57,16
1620517751.529,1,26,16,5228,27282,65,70,58.74,16
1622242269.728,0,26,2,1439,31071,37,35,41.35,16
1620514488.645,1,32,20,5306,27204,63,66,105.97,16
1631317347.707,0,51,3,31247,1263,37,34,61.38,16
1620515354.042,0,39,24,5030,27480,66,69,123.41,16
1631317468.501,0,54,3,31247,1263,38,36,66.44,16
1622242309.555,0,27,2,1439,31071,38,36,42.41,16
1630796581.445,0,5,0,31403,1107,36,36,37.07,16
1622221261.091,1,43,20,1439,31071,45,45,72.96,16
1630816460.815,0,0,0,32510,0,32,32,26.09,16
1622219400.177,1,0,0,1439,31071,44,42,41.69,16
1622218057.437,1,44,20,1439,31071,48,47,70.16,16
1622225768.702,1,0,0,1439,31071,43,42,41.43,16
1631317400.751,0,61,4,31247,1263,38,35,46.92,16
1622226780.908,1,46,21,1439,31071,45,45,67.53,16
1631317442.358,0,54,3,31247,1263,38,36,43.86,16
1631317696.622,0,52,3,31247,1263,39,36,67.82,16
1630802033.086,0,0,0,32510,0,34,35,26.51,16
1631317432.094,0,62,4,31247,1263,38,36,68.48,16
1622215729.421,1,37,16,1439,31071,43,42,68.69,16
1622220979.188,1,0,0,1439,31071,44,43,47.8,16
1622222493.026,1,46,21,1439,31071,47,47,82.38,16
1630798040.163,0,0,0,32510,0,34,34,26.18,16
1622215734.17,1,37,16,1439,31071,43,43,74.57,16
1631317508.82,0,61,4,31247,1263,37,35,43.19,16
1622244512.973,0,26,2,1439,31071,38,36,40.09,16
1630809549.089,0,0,0,32510,0,32,33,25.95,16
