timestamp,gpu_index,utilization_gpu_pct,utilization_memory_pct,memory_free_MiB,memory_used_MiB,temperature_gpu,temperature_memory,power_draw_W,pcie_link_width_current,clocks_current_sm_MHz,clocks_current_memory_MHz,clocks_current_video_MHz,power_limit_W
1624728249.189,1,0,0,32510,0,43,41,46.58,16,,,,
1622384696.715,1,66,22,30793,1717,54,54,110.11,16,,,,
1632501192.202,0,6,0,31727,783,43,41,48.67,16,1380.0,877.0,1237.0,200.0
1622384110.036,1,62,19,30793,1717,55,55,100.51,16,,,,
1622384083.404,1,65,22,30793,1717,55,55,94.26,16,,,,
1622832603.824,0,9,2,8345,24165,58,56,60.2,16,,,,
1622830994.489,0,96,35,8345,24165,57,58,156.29,16,,,,
1624727949.486,0,0,0,32510,0,39,37,27.86,16,,,,
1616715275.581,0,97,67,29189,3321,72,82,238.27,16,,,,
1616708506.172,0,97,67,29189,3321,72,83,227.69,16,,,,
1616721040.886,0,97,67,29187,3323,70,80,227.41,16,,,,
1622831124.066,0,9,2,8345,24165,52,51,56.02,16,,,,
1632501103.498,0,45,12,29747,2763,46,43,73.97,16,1372.0,877.0,1230.0,200.0
1622831908.785,0,14,2,8345,24165,50,48,49.56,16,,,,
1624727819.802,1,0,0,32510,0,43,41,46.58,16,,,,
1616717358.071,0,98,69,29189,3321,71,82,230.19,16,,,,
1632500709.366,0,75,9,29453,3057,48,46,90.94,16,1380.0,877.0,1237.0,200.0
1632501179.294,0,34,15,29873,2637,45,44,65.48,16,1380.0,877.0,1237.0,200.0
1616717678.548,0,97,66,29189,3321,70,79,231.82,16,,,,
1622832842.254,0,99,76,8345,24165,56,60,193.99,16,,,,
1622383521.486,1,63,21,30793,1717,55,56,103.59,16,,,,
1624727814.387,0,0,0,32510,0,39,37,27.86,16,,,,
1622830819.329,0,93,38,8345,24165,55,56,140.16,16,,,,
1622382939.44,1,63,20,30793,1717,55,56,104.54,16,,,,
1632500531.775,0,76,12,29451,3059,50,46,208.24,16,1357.0,877.0,1215.0,200.0
1616718314.031,0,97,67,29189,3321,71,81,225.38,16,,,,
1622382809.335,1,64,20,30793,1717,54,55,101.18,16,,,,
1624728786.106,0,0,0,32510,0,39,37,27.87,16,,,,
1616710998.568,0,98,69,29189,3321,72,83,226.97,16,,,,
1632500945.29,0,19,7,29745,2765,47,45,58.92,16,1380.0,877.0,1237.0,200.0
1616722553.281,0,98,69,29187,3323,71,81,216.62,16,,,,
1622384656.774,1,65,21,30793,1717,54,55,98.26,16,,,,
1624727306.552,1,0,0,32510,0,43,41,46.58,16,,,,
1622830604.202,0,92,53,8345,24165,59,60,156.0,16,,,,
1624727968.38,0,0,0,32510,0,39,37,27.86,16,,,,
1616722109.808,0,98,69,29187,3323,71,82,224.43,16,,,,
1632501079.121,0,27,6,29747,2763,46,44,188.45,16,1372.0,877.0,1230.0,200.0
