timestamp,gpu_index,utilization_gpu_pct,utilization_memory_pct,memory_free_MiB,memory_used_MiB,temperature_gpu,temperature_memory,power_draw_W,pcie_link_width_current,clocks_current_sm_MHz,clocks_current_memory_MHz,clocks_current_video_MHz,power_limit_W
1631275061.56,0,34,4,31145,1365,37,34,47.21,16,,,,
1620764505.849,0,0,0,32506,4,38,35,46.98,16,,,,
1614826778.109,0,0,0,1439,31071,39,39,46.63,16,,,,
1620771366.727,0,0,0,32506,4,37,34,46.77,16,,,,
1620757237.305,0,0,0,32506,4,40,37,47.62,16,,,,
1628360781.421,0,0,0,14793,17717,40,37,44.44,16,,,,
1628357889.357,0,90,45,14793,17717,46,47,142.01,16,,,,
1631270616.728,0,34,3,31145,1365,36,33,49.13,16,,,,
1632923671.064,0,88,9,31969,541,45,39,109.51,16,1380.0,877.0,1237.0,200.0
1632923101.023,0,87,9,31969,541,45,40,107.28,16,1380.0,877.0,1237.0,200.0
1632922354.556,0,88,10,31969,541,46,41,103.21,16,1380.0,877.0,1237.0,200.0
1628356399.405,0,7,2,14793,17717,44,41,49.68,16,,,,
1614828385.037,0,49,16,1439,31071,39,40,61.47,16,,,,
1628357804.649,0,90,40,14793,17717,47,47,157.5,16,,,,
1631276483.197,0,35,4,31145,1365,38,35,51.74,16,,,,
1632923374.207,0,87,9,31969,541,45,40,111.69,16,1380.0,877.0,1237.0,200.0
1614825223.409,0,0,0,1439,31071,38,38,38.28,16,,,,
1614827442.275,0,50,16,1439,31071,41,42,58.25,16,,,,
1632922568.624,0,88,9,31969,541,45,39,110.34,16,1380.0,877.0,1237.0,200.0
1628361560.446,0,0,0,14793,17717,43,40,39.7,16,,,,
1620762641.912,0,0,0,32506,4,38,35,46.87,16,,,,
1631276269.166,0,37,4,31145,1365,38,35,48.33,16,,,,
1628351882.648,0,10,2,14793,17717,43,41,50.93,16,,,,
1620769100.893,0,0,0,32506,4,37,34,46.64,16,,,,
1614828128.732,0,50,17,1439,31071,41,42,58.56,16,,,,
1632923600.699,0,87,10,31969,541,45,40,108.92,16,1380.0,877.0,1237.0,200.0
1620758615.521,0,0,0,32506,4,39,36,47.47,16,,,,
1631274784.867,0,37,4,31145,1365,37,34,48.81,16,,,,
1632923311.239,0,87,9,31969,541,45,39,110.56,16,1380.0,877.0,1237.0,200.0
1614830501.661,0,50,16,1439,31071,41,42,58.58,16,,,,
1632922181.586,0,88,10,31969,541,46,41,112.5,16,1380.0,877.0,1237.0,200.0
1620767524.112,0,0,0,32506,4,38,35,46.84,16,,,,
1631276156.898,0,36,4,31145,1365,38,35,48.47,16,,,,
1628354020.825,0,37,26,14793,17717,44,43,45.66,16,,,,
1631272614.807,0,36,4,31145,1365,37,34,49.87,16,,,,
1632922051.56,0,87,10,31969,541,47,42,112.67,16,1380.0,877.0,1237.0,200.0
1614825129.856,0,0,0,1439,31071,40,40,44.12,16,,,,
1614826883.651,0,45,14,1439,31071,41,42,60.72,16,,,,
1628352020.843,0,92,45,14793,17717,45,45,101.47,16,,,,
1632922231.983,0,87,9,31969,541,46,41,114.04,16,1380.0,877.0,1237.0,200.0
1620755892.247,0,0,0,32506,4,42,39,48.72,16,,,,
1628354286.554,0,88,45,14793,17717,48,48,159.11,16,,,,
1632923534.167,0,87,10,31969,541,45,40,112.34,16,1380.0,877.0,1237.0,200.0
1631274331.965,0,35,3,31145,1365,37,33,48.25,16,,,,
1628352153.284,0,92,40,14793,17717,46,47,69.22,16,,,,
1632922171.954,0,87,9,31969,541,46,41,108.11,16,1380.0,877.0,1237.0,200.0
1631275029.682,0,36,4,31145,1365,37,34,50.18,16,,,,
1628354493.359,0,58,45,14793,17717,44,43,45.74,16,,,,
1614825640.896,0,0,0,1439,31071,40,40,44.41,16,,,,
1632923259.804,0,88,9,31969,541,45,40,104.02,16,1380.0,877.0,1237.0,200.0
1628350406.533,0,0,0,14793,17717,44,41,45.47,16,,,,
1632923331.776,0,88,9,31969,541,45,39,113.17,16,1380.0,877.0,1237.0,200.0
1632923282.521,0,87,9,31969,541,45,39,108.21,16,1380.0,877.0,1237.0,200.0
1628354865.73,0,90,47,14793,17717,46,47,130.97,16,,,,
1632922793.481,0,88,10,31969,541,44,39,106.94,16,1380.0,877.0,1237.0,200.0
