timestamp,gpu_index,utilization_gpu_pct,utilization_memory_pct,memory_free_MiB,memory_used_MiB,temperature_gpu,temperature_memory,power_draw_W,pcie_link_width_current
1630862608.25,0,0,0,32506,4,32,31,27.08,16
1616430862.376,0,52,24,26949,5561,61,64,121.86,16
1617805475.268,0,26,0,1439,31071,40,38,39.71,16
1616430716.49,0,65,31,26993,5517,57,58,56.22,16
1616430766.364,0,47,22,26993,5517,59,60,75.34,16
1621215614.454,0,0,0,8989,23521,61,62,50.24,16
1621213833.11,0,51,22,8989,23521,66,66,53.88,16
1630862621.746,0,0,0,32506,4,32,31,27.06,16
1622121763.378,1,100,2,14673,17837,57,57,52.79,16
1622121713.284,0,95,14,13643,18867,62,62,56.49,16
1622121840.299,0,97,8,13643,18867,63,62,56.84,16
1621214688.269,0,100,61,8989,23521,71,73,258.69,16
1617795663.83,0,26,0,1439,31071,42,40,40.18,16
1621213721.014,0,99,51,9139,23371,70,72,142.49,16
1630862505.736,0,0,0,32506,4,31,31,27.01,16
1622121660.39,1,99,8,14673,17837,58,59,154.02,16
1617783022.377,0,21,0,1439,31071,39,37,38.83,16
1617805449.154,0,25,0,1439,31071,40,38,39.82,16
1622121687.458,0,100,0,13643,18867,61,60,54.83,16
1621215531.079,0,76,44,8989,23521,70,73,197.27,16
1616430501.887,0,0,0,32510,0,35,33,27.96,16
1630862406.911,0,0,0,32506,4,31,30,26.95,16
1621216167.108,0,73,41,8989,23521,69,72,220.79,16
1616430490.382,0,0,0,32510,0,35,33,27.95,16
1617762048.357,0,14,0,1439,31071,36,33,37.93,16
1622121637.913,0,98,50,13643,18867,64,65,167.95,16
1616430898.594,0,69,34,26949,5561,61,63,165.13,16
1630862462.927,0,0,0,32506,4,31,30,27.04,16
1622120928.33,1,98,11,6537,25973,55,55,51.7,16
1617780481.592,0,23,0,1439,31071,37,36,39.44,16
1622121488.162,1,100,2,6499,26011,56,56,52.21,16
1616430744.367,0,52,26,26993,5517,58,60,71.0,16
1630862608.147,1,63,27,30967,1543,38,38,104.31,16
1621214036.315,0,100,64,8989,23521,69,72,182.27,16
1630862591.88,1,4,0,30967,1543,36,34,43.38,16
1622122001.499,1,100,14,14673,17837,60,60,63.19,16
1617728348.475,0,15,0,1439,31071,37,35,39.09,16
1617767987.451,0,15,0,1439,31071,36,34,37.86,16
1621214570.668,0,96,81,8989,23521,68,72,72.51,16
1622121363.818,0,100,2,4285,28225,66,65,106.07,16
1616430861.654,0,60,30,26949,5561,61,62,127.65,16
1621217003.81,0,80,48,8989,23521,70,74,195.85,16
1622121041.755,1,99,17,6499,26011,58,60,171.37,16
1630862635.708,1,0,0,30967,1543,35,33,37.48,16
1621215396.499,0,100,62,8989,23521,69,72,229.34,16
1622121208.625,0,100,20,13975,18535,61,61,56.22,16
1630862319.88,0,0,0,32506,4,31,30,26.87,16
1621214789.887,0,70,42,8989,23521,70,73,217.64,16
1617736224.009,0,17,0,1439,31071,37,35,39.07,16
1622121089.727,0,99,7,13979,18531,64,62,179.85,16
1621216217.413,0,87,45,8989,23521,70,72,219.53,16
1622121758.992,0,100,36,13643,18867,68,67,202.47,16
1622121162.105,1,98,23,6499,26011,61,61,191.16,16
1621217047.661,0,85,75,8989,23521,64,70,56.47,16
1622121312.474,0,100,23,4285,28225,64,64,57.45,16
1617760234.303,0,15,0,1439,31071,36,33,37.94,16
1622120899.603,0,100,0,9243,23267,56,55,53.25,16
1617805976.875,0,0,0,1439,31071,40,38,38.24,16
1621214008.189,0,100,65,8989,23521,70,73,214.66,16
1630862310.524,0,0,0,32506,4,31,30,26.88,16
1616430633.377,0,65,32,26993,5517,53,53,158.51,16
1630862208.813,1,0,0,32510,0,30,29,25.87,16
1616430494.836,0,0,0,32510,0,35,33,27.97,16
1616430808.905,0,70,34,26949,5561,60,63,81.82,16
1616430889.005,0,55,26,26949,5561,62,64,84.73,16
1617758886.852,0,15,0,1439,31071,36,34,38.98,16
1616430760.066,0,59,29,26993,5517,58,59,58.41,16
1617753064.959,0,14,0,1439,31071,37,35,39.38,16
1617799399.032,0,26,0,1439,31071,41,39,39.83,16
1630862365.182,1,60,25,30967,1543,37,36,44.02,16
1617764620.55,0,14,0,1439,31071,36,33,37.74,16
1616430794.254,0,59,30,26949,5561,60,62,182.15,16
1616430856.287,0,66,32,26949,5561,62,64,141.65,16
1616430756.866,0,70,33,26993,5517,59,61,76.51,16
1630862539.88,1,0,0,30967,1543,36,34,43.77,16
1616430542.125,0,0,0,31457,1053,36,33,38.6,16
1617765563.495,0,15,0,1439,31071,36,34,37.66,16
1621216310.513,0,100,67,8989,23521,70,73,205.04,16
1630862454.01,1,0,0,30967,1543,37,35,43.84,16
1616430888.694,0,70,33,26949,5561,62,64,78.12,16
1617751304.493,0,14,0,1439,31071,38,35,39.28,16
1630862543.634,1,0,0,30967,1543,36,34,43.69,16
1621214841.739,0,87,53,8989,23521,67,70,188.84,16
1621217200.047,0,3,0,8989,23521,65,66,52.29,16
1622120844.725,1,0,0,32510,0,48,48,30.19,16
1616430857.01,0,61,28,26949,5561,62,64,167.57,16
1621213903.4,0,100,52,8989,23521,69,71,183.15,16
1622122019.541,1,96,8,14673,17837,56,55,52.12,16
1621215484.111,0,18,10,8989,23521,69,71,221.35,16
1630862540.84,0,0,0,32506,4,31,31,27.05,16
1630862636.24,0,0,0,32506,4,32,31,27.05,16
1617805880.044,0,20,0,1439,31071,40,38,39.02,16
1630862681.559,0,0,0,32506,4,32,31,27.07,16
1630862385.49,1,7,0,30967,1543,35,34,43.35,16
1621215571.327,0,96,51,8989,23521,69,75,163.19,16
1617760645.702,0,15,0,1439,31071,36,33,37.65,16
1617771688.423,0,13,0,1439,31071,36,33,37.9,16
1622121446.979,1,100,0,6499,26011,57,57,51.01,16
1630862375.713,0,0,0,32506,4,31,30,26.79,16
1616430862.788,0,69,33,26949,5561,61,64,130.33,16
