timestamp,gpu_index,utilization_gpu_pct,utilization_memory_pct,memory_free_MiB,memory_used_MiB,temperature_gpu,temperature_memory,power_draw_W,pcie_link_width_current
1628627885.897,1,58,21,12577,19933,39,38,161.57,16
1625007067.235,0,51,43,20269,12241,54,58,127.62,16
1626063992.623,0,0,0,31351,1159,44,42,47.54,16
1625005600.967,0,73,63,20269,12241,54,59,115.58,16
1625006314.789,0,71,61,20269,12241,55,59,129.43,16
1623650808.24,0,0,0,32510,0,42,40,45.32,16
1623696817.986,1,0,0,32510,0,37,36,43.43,16
1628628136.537,1,43,7,9815,22695,37,36,55.61,16
1622503797.621,0,0,0,30906,1604,42,39,39.2,16
1622499718.073,0,0,0,30906,1604,51,48,48.55,16
1622496551.751,0,52,17,30906,1604,55,54,121.02,16
1623653531.33,1,0,0,32510,0,37,36,43.51,16
1626063826.664,0,0,0,31351,1159,44,41,47.32,16
1623700542.961,0,0,0,32510,0,39,36,44.18,16
1628628897.079,0,92,35,12449,20061,42,42,93.6,16
1622500225.18,0,54,19,30906,1604,51,49,92.71,16
1626066687.403,0,0,0,31351,1159,44,42,47.56,16
1626067108.731,0,0,0,31351,1159,44,41,47.43,16
1622498719.783,0,50,16,30906,1604,54,54,85.92,16
1623653047.264,0,0,0,32510,0,39,37,44.25,16
1625008530.236,0,51,43,20269,12241,55,61,107.92,16
1628628152.684,0,70,41,12449,20061,41,39,49.13,16
1623681054.387,0,0,0,32510,0,40,37,44.37,16
1625004082.105,0,77,66,20269,12241,52,57,143.14,16
1626061546.361,0,0,0,31351,1159,46,44,48.46,16
1622495821.34,0,55,19,30906,1604,49,48,62.02,16
1624999660.677,0,0,0,31467,1043,44,42,47.08,16
1628628602.254,0,45,20,12449,20061,41,38,46.05,16
1622501368.588,0,47,15,30906,1604,52,51,62.86,16
1626063347.155,0,0,0,31351,1159,44,42,47.3,16
1622501574.351,0,0,0,30906,1604,50,47,48.04,16
1625001849.661,0,75,64,20275,12235,51,56,128.07,16
1628628356.962,0,22,0,12449,20061,40,37,45.29,16
1623697478.123,0,0,0,32510,0,39,36,44.1,16
1628628183.386,1,0,0,9815,22695,37,35,128.2,16
1622497839.211,0,39,14,30906,1604,54,53,49.63,16
1626064709.962,0,0,0,31351,1159,44,42,47.63,16
1626061960.615,0,0,0,31351,1159,45,43,47.96,16
1623621565.776,1,0,0,32510,0,41,40,44.71,16
1622496288.492,0,54,18,30906,1604,55,53,69.38,16
1625003857.532,0,67,57,20269,12241,52,56,139.5,16
1623642439.744,1,0,0,32510,0,39,39,44.37,16
1622500806.482,0,54,18,30906,1604,52,51,133.3,16
1628627974.064,0,50,21,12449,20061,40,39,46.04,16
1623673548.41,0,0,0,32510,0,40,37,44.52,16
1622497190.034,0,54,18,30906,1604,55,55,107.11,16
1628627758.301,0,61,32,12449,20061,38,36,44.81,16
1623632861.715,1,0,0,32510,0,36,36,43.28,16
1626066535.766,0,0,0,31351,1159,44,41,47.33,16
1622498946.451,0,48,15,30906,1604,54,53,122.99,16
1623640129.197,0,0,0,32510,0,41,38,44.87,16
1622501049.585,0,55,19,30906,1604,51,49,120.16,16
1622503645.206,0,0,0,30906,1604,42,39,39.3,16
1623652358.802,0,0,0,32510,0,39,37,44.25,16
1622495190.623,0,0,0,32510,0,41,39,27.93,16
1626066732.317,0,0,0,31351,1159,44,42,47.61,16
1622502010.711,0,54,19,30906,1604,51,49,78.67,16
1626065180.945,0,0,0,31351,1159,44,42,47.49,16
1623658225.16,0,0,0,32510,0,39,37,44.36,16
1628628306.053,1,4,2,7015,25495,37,36,44.36,16
1625000504.068,0,0,0,31467,1043,38,36,45.04,16
1628628616.354,0,81,21,12449,20061,43,42,226.53,16
1624999720.566,0,0,0,31467,1043,42,40,46.42,16
1625001143.764,0,0,0,31467,1043,38,36,45.05,16
1625006466.916,0,64,55,20269,12241,55,59,143.72,16
1626063470.743,0,0,0,31351,1159,44,42,47.57,16
1625005247.66,0,75,64,20269,12241,55,60,117.14,16
1626064345.397,0,0,0,31351,1159,44,41,47.48,16
1626065958.86,0,0,0,31351,1159,44,42,47.39,16
1628628208.821,0,14,0,12449,20061,40,37,45.21,16
1626063132.081,0,0,0,31351,1159,44,42,47.54,16
1625007051.442,0,79,68,20269,12241,55,61,58.08,16
1625000752.194,0,0,0,31467,1043,38,36,44.91,16
1625002260.73,0,74,63,20273,12237,51,55,110.98,16
1628627877.357,1,39,2,12577,19933,37,35,44.03,16
1625005001.893,0,48,41,20269,12241,53,57,141.53,16
1626063055.559,0,0,0,31351,1159,44,41,47.53,16
1623698949.945,0,0,0,32510,0,39,36,44.14,16
1628628013.149,1,0,0,12577,19933,37,35,44.13,16
1625007223.007,0,73,62,20269,12241,55,61,132.97,16
1626065559.05,0,0,0,31351,1159,44,41,47.38,16
1628628769.864,0,4,3,12449,20061,41,38,45.6,16
1623702578.149,0,0,0,32510,0,39,37,44.19,16
1623670884.388,1,0,0,32510,0,37,37,43.71,16
1622497236.074,0,51,16,30906,1604,56,54,116.81,16
1625002825.006,0,55,47,20273,12237,49,52,51.13,16
1623641009.657,1,0,0,32510,0,40,40,44.63,16
1622497913.962,0,51,16,30906,1604,56,54,78.46,16
1623650133.144,1,0,0,32510,0,39,39,44.27,16
1628628856.283,1,49,20,7015,25495,38,37,159.01,16
1628628260.644,0,26,8,12449,20061,40,38,45.2,16
1626063224.732,0,0,0,31351,1159,44,42,47.57,16
1628628681.328,1,92,43,7015,25495,40,40,50.81,16
1628628628.413,1,4,2,7015,25495,38,37,44.54,16
1623668025.419,1,0,0,32510,0,37,37,43.58,16
1626062462.336,0,0,0,31351,1159,44,42,47.48,16
1626061480.133,0,0,0,31351,1159,46,44,48.49,16
1622495524.146,0,0,0,30906,1604,41,39,39.24,16
1628627725.384,1,0,0,31159,1351,32,31,37.36,16
1625004049.715,0,77,66,20269,12241,52,58,138.05,16
